hhid,feed_Chickens,main_purpose_Chickens,form_contract_Chickens,contract_coverage_Chickens,num_Chickens,own_all_Chickens,own_off_holding_Chickens,births_Chickens,bought_Chickens,purchase_price_Chickens,received_Chickens,deaths_Chickens,sold_Chickens,sale_ppkg_Chickens,stolen_Chickens,gift_Chickens,slghtr_Chickens,meat_sold_Chickens,meat_stock_Chickens,meat_stock_purpose_Chickens,breeding_Chickens,breeding_cost_Chickens,vax_Chickens,num_vax_Chickens,trt_int_parasite_Chickens,trt_ext_parasite_Chickens,trt_vax_spending_Chickens,cur_trt_Chickens,cur_trt_spending_Chickens,months_eggs_collected_Chickens,days_month_eggs_collect_Chickens,daily_avg_egg_prod_Chickens,egg_price_Chickens,purchase_spending_Chickens,provision_feed_Chickens,for_sale_live_Chickens,for_eggs_Chickens,for_eggs_sale_Chickens,for_gift_Chickens,for_meat_Chickens,for_hh_consum_Chickens,for_savings_Chickens,for_breeding_Chickens,bought_received_Chickens,growth_Chickens,loss_Chickens,net_growth_Chickens,num_start_Chickens,growth_pct_Chickens,loss_pct_Chickens,net_growth_pct_Chickens,peak_num_Chickens,mortality_rt_Chickens,vax_pct_Chickens,eggs_total_prod_Chickens,eggs_prod_annualized_Chickens,eggs_lost_pct_Chickens,eggs_kept_pct_Chickens,eggs_kept_Chickens,eggs_lost_Chickens,eggs_own_consump_pct_Chickens,eggs_own_consump_Chickens,eggs_sold_pct_Chickens,eggs_sold_Chickens,egg_price_prov_med_Chickens,egg_price_obs_Chickens,egg_price_impt_Chickens,egg_price_natl_med_Chickens,eggs_value_lost_Chickens,eggs_value_cultiv_Chickens,eggs_value_consump_Chickens,eggs_revenue_Chickens,ppkg_prov_med_Chickens,sale_ppkg_obs_Chickens,sale_ppkg_impt_Chickens,ppkg_natl_med_Chickens,sale_price_Chickens,sale_revenue_Chickens,slghtr_ppkg_Chickens,slghtr_unit_value_Chickens,slghtr_value_Chickens,prod_value_Chickens,feed_Ducks,main_purpose_Ducks,form_contract_Ducks,contract_coverage_Ducks,num_Ducks,own_all_Ducks,own_off_holding_Ducks,births_Ducks,bought_Ducks,purchase_price_Ducks,received_Ducks,deaths_Ducks,sold_Ducks,sale_ppkg_Ducks,stolen_Ducks,gift_Ducks,slghtr_Ducks,meat_sold_Ducks,meat_stock_Ducks,meat_stock_purpose_Ducks,breeding_Ducks,breeding_cost_Ducks,vax_Ducks,num_vax_Ducks,trt_int_parasite_Ducks,trt_ext_parasite_Ducks,trt_vax_spending_Ducks,cur_trt_Ducks,cur_trt_spending_Ducks,months_eggs_collected_Ducks,days_month_eggs_collect_Ducks,daily_avg_egg_prod_Ducks,egg_price_Ducks,purchase_spending_Ducks,provision_feed_Ducks,for_sale_live_Ducks,for_eggs_Ducks,for_eggs_sale_Ducks,for_gift_Ducks,for_meat_Ducks,for_hh_consum_Ducks,for_savings_Ducks,for_breeding_Ducks,bought_received_Ducks,growth_Ducks,loss_Ducks,net_growth_Ducks,num_start_Ducks,growth_pct_Ducks,loss_pct_Ducks,net_growth_pct_Ducks,peak_num_Ducks,mortality_rt_Ducks,vax_pct_Ducks,eggs_total_prod_Ducks,eggs_prod_annualized_Ducks,eggs_lost_pct_Ducks,eggs_kept_pct_Ducks,eggs_kept_Ducks,eggs_lost_Ducks,eggs_own_consump_pct_Ducks,eggs_own_consump_Ducks,eggs_sold_pct_Ducks,eggs_sold_Ducks,egg_price_prov_med_Ducks,egg_price_obs_Ducks,egg_price_impt_Ducks,egg_price_natl_med_Ducks,eggs_value_lost_Ducks,eggs_value_cultiv_Ducks,eggs_value_consump_Ducks,eggs_revenue_Ducks,ppkg_prov_med_Ducks,sale_ppkg_obs_Ducks,sale_ppkg_impt_Ducks,ppkg_natl_med_Ducks,sale_price_Ducks,sale_revenue_Ducks,slghtr_ppkg_Ducks,slghtr_unit_value_Ducks,slghtr_value_Ducks,prod_value_Ducks,province
HID191871,1,3,0,,120,1,0,80,0,,0,12,60,15000,0,0,15,0,0,,0,,0,0,0,0,,0,,,,,,,0,1,0,0,0,1,1,0,0,0,80,87,-7,127,.62992126,.68503934,-.05511811,207,.057971016,0,,,,,,,,,,,800,,,800,,,,,15000,15000,,16000,34500,2070000,15000,24000,360000,2430000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
HID191923,1,3,0,,25,1,0,10,0,,0,15,0,17000,0,0,4,0,1,1,1,0,0,0,0,0,,0,,,,,,,0,0,0,0,0,1,1,0,0,0,10,19,-9,34,.29411766,.55882353,-.2647059,44,.34090909,0,,,,,,,,,,,,,,800,,,,,17000,,17000,16000,39100,,17000,17000,68000,68000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
HID191955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
HID191985,1,3,0,,10,1,0,18,0,,0,4,0,18000,0,0,7,0,0,,0,,0,0,0,0,,0,,,,,,,0,0,0,0,0,1,1,0,0,0,18,11,7,3,6,3.6666667,2.3333333,21,.19047619,0,,,,,,,,,,,,,,800,,,,,18000,,18000,16000,41400,,18000,27000,189000,189000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
HID192003,2,1,0,,50,1,0,20,0,,0,50,0,15000,0,0,0,0,0,,0,,0,0,0,0,,0,,,,,,,1,1,0,0,0,0,0,0,0,0,20,50,-30,80,.25,.625,-.375,100,.5,0,,,,,,,,,,,,,,800,,,,,15000,,15000,16000,34500,,15000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
HID192191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
HID192221,2,3,0,,25,1,0,50,0,,0,10,0,17000,0,10,30,0,0,,1,0,0,0,0,0,,1,20000,,,,,,1,0,0,0,1,1,1,0,0,0,50,50,0,25,2,2,0,75,.13333334,0,,,,,,,,,,,800,,,800,,,,,17000,,17000,16000,39100,,17000,22100,663000,663000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
HID192418,2,1,0,,30,1,0,20,0,,0,0,10,17000,0,0,0,0,0,,0,,0,0,0,0,,0,,,,,,,1,1,0,0,0,0,0,0,0,0,20,10,10,20,1,.5,.5,40,0,0,,,,,,,,,,,,,,800,,,,,17500,17000,,16000,39100,391000,17000,,,391000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
HID192555,1,3,0,,20,1,1,0,0,,0,10,0,19000,0,0,15,1,0,,1,1,0,0,0,0,,0,,,,,,,0,0,0,0,0,1,1,0,0,0,0,25,-25,45,0,.55555558,-.55555558,45,.22222222,0,,,,,,,,,,,,,,800,,,,,19000,,19000,16000,43700,,19000,28500,427500,427500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
HID192586,1,3,0,,10,1,0,12,0,,0,2,0,18000,0,0,5,0,0,,0,,0,0,0,0,,0,,,,,,,0,0,0,0,0,1,1,0,0,0,12,7,5,5,2.4000001,1.4,1,17,.11764706,0,,,,,,,,,,,,,,800,,,,,18000,,18000,16000,41400,,18000,27000,135000,135000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
HID192613,2,1,0,,15,1,0,33,2,20000,0,75,20,14000,0,0,5,0,0,,0,,0,0,0,0,,1,20000,,,,,40000,1,1,0,0,0,1,0,0,0,2,35,100,-65,80,.4375,1.25,-.8125,115,.65217394,0,,,,,,,,,,,,,,800,,,,,15000,14000,,16000,32200,644000,14000,28000,140000,784000,2,1,0,,9,1,0,42,0,,0,150,26,9000,0,3,5,0,0,,0,,0,0,0,0,,1,70000,,,,,,1,1,0,0,1,1,0,0,0,0,42,184,-142,151,.2781457,1.2185431,-.94039732,193,.77720207,0,,,,,,,,,,,250,,,500,,,,,10000,9000,,12000,13500,351000,9000,27000,135000,486000,2
HID192638,2,1,0,,22,1,0,20,0,,0,165,0,15000,0,0,0,0,0,,1,0,0,0,0,0,,0,,,,,,,1,1,0,0,0,0,0,0,0,0,20,165,-145,167,.11976048,.98802394,-.86826348,187,.88235295,0,,,,,,,,,,,,,,800,,,,,15000,,15000,16000,34500,,15000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
HID192709,2,3,0,,10,1,0,100,0,,0,80,20,16000,0,0,10,0,0,,1,0,0,0,0,0,,0,,,,,,,1,1,0,0,0,1,1,0,0,0,100,110,-10,20,5,5.5,-.5,120,.66666669,0,,,,,,,,,,,,,,800,,,,,15000,16000,,16000,36800,736000,16000,24000,240000,976000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
HID193050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
HID193163,2,1,0,,45,1,0,30,0,,0,6,10,18000,0,2,8,0,0,,0,,0,0,0,0,,0,,,,,,,1,1,0,0,1,1,0,0,0,0,30,26,4,41,.73170733,.63414633,.097560972,71,.084507041,0,,,,,,,,,,,1000,,,800,,,,,18000,18000,,16000,41400,414000,18000,23400,187200,601200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
HID193255,1,1,0,,40,1,0,30,0,,0,20,7,15000,0,0,20,1,1,1,0,,0,0,0,0,,0,,,,,,,0,1,0,0,0,1,0,0,0,0,30,47,-17,57,.52631581,.82456142,-.29824561,87,.22988506,0,,,,,,,,,,,,,,800,,,,,15000,15000,,16000,34500,241500,15000,15000,300000,541500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
HID193365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
HID193387,1,3,0,,30,1,0,5,0,,0,0,0,16000,0,0,0,0,0,,0,,0,0,0,0,,0,,,,,,,0,0,0,0,0,0,1,0,0,0,5,0,5,25,.2,0,.2,30,0,0,,,,,,,,,,,,,,800,,,,,16000,,16000,16000,36800,,16000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
HID193400,2,3,0,,13,1,0,20,0,,0,20,0,15000,0,0,0,0,0,,1,0,0,0,0,0,,0,,,,,,,1,0,0,0,0,0,1,0,0,0,20,20,0,13,1.5384616,1.5384616,0,33,.60606062,0,,,,,,,,,,,,,,800,,,,,15000,,15000,16000,34500,,15000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
HID193461,2,3,0,,20,1,0,20,0,,0,50,0,14000,0,0,10,0,0,,1,0,0,0,0,0,,0,,,,,,,1,0,0,0,0,1,1,0,0,0,20,60,-40,60,.33333334,1,-.66666669,80,.625,0,,,,,,,,,,,,,,800,,,,,14000,,14000,16000,32200,,14000,21000,210000,210000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22
HID193521,2,3,0,,70,1,0,50,0,,0,5,50,15000,0,0,20,0,0,,1,0,1,50,1,0,50000,0,,,,,,,1,1,0,0,0,1,1,0,0,0,50,75,-25,95,.52631581,.78947371,-.2631579,145,.034482758,.34482759,,,,,,,,,,,,,,800,,,,,16000,15000,,16000,34500,1725000,15000,22500,450000,2175000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
HID193672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
HID193804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
HID193849,2,1,0,,150,1,0,100,0,,0,50,50,14000,0,0,30,0,0,,0,,1,30,0,0,100000,1,100000,,,,,,1,1,0,0,0,1,0,0,0,0,100,130,-30,180,.55555558,.72222221,-.16666667,280,.17857143,.10714286,,,,,,,,,,,,,,800,,,,,15000,14000,,16000,32200,1610000,14000,28000,840000,2450000,1,1,0,,130,1,0,70,0,,0,20,40,10000,0,0,20,0,0,,0,,0,0,0,0,,0,,,,,,,0,1,0,0,0,1,0,0,0,0,70,80,-10,140,.5,.5714286,-.071428575,210,.095238097,0,,,,,,,,,,,,,,500,,,,,10000,10000,,12000,15000,600000,10000,30000,600000,1200000,15
HID193863,2,3,0,,15,1,0,10,0,,0,10,0,16000,0,0,0,0,0,,1,0,1,0,0,0,0,0,,,,,,,1,0,0,0,0,0,1,0,0,0,10,10,0,15,.66666669,.66666669,0,25,.40000001,0,,,,,,,,,,,,,,800,,,,,16000,,16000,16000,36800,,16000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
HID194199,2,1,0,,40,1,0,30,1,32000,0,15,5,18000,4,0,7,0,0,,1,0,0,0,0,0,,0,,,,,,32000,1,1,0,0,0,1,0,0,0,1,31,31,0,40,.77499998,.77499998,0,71,.21126761,0,,,,,,,,,,,,,,800,,,,,16000,18000,,16000,41400,207000,18000,36000,252000,459000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
HID194228,3,1,0,,25,1,0,20,0,,0,15,10,12000,0,0,30,0,0,,0,,0,0,0,0,,0,,,,,,,1,1,0,0,0,1,0,0,0,0,20,55,-35,60,.33333334,.91666669,-.58333331,80,.1875,0,,,,,,,,,,,,,,800,,,,,15000,12000,,16000,27600,276000,12000,18000,540000,816000,2,3,0,,8,1,0,10,0,,0,7,0,10000,0,0,0,0,0,,0,,0,0,0,0,,0,,,,,,,1,0,0,0,0,0,1,0,0,0,10,7,3,5,2,1.4,.60000002,15,.46666667,0,,,,,,,,,,,,,,500,,,,,10000,,10000,12000,15000,,10000,,,0,17
HID194236,2,1,0,,20,1,0,80,200,3500,0,60,80,16000,0,0,0,0,0,,0,,0,0,0,0,,0,,,,,,700000,1,1,0,0,0,0,0,0,0,200,280,140,140,1,280,140,140,281,.21352313,0,,,,,,,,,,,,,,800,,,,,15000,16000,,16000,36800,2944000,16000,,,2944000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
HID194257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
HID194328,2,3,0,,18,1,1,0,0,,0,5,0,16000,0,0,12,0,0,,0,,0,0,0,0,,0,,,,,,,1,0,0,0,0,1,1,0,0,0,0,17,-17,35,0,.48571429,-.48571429,35,.14285715,0,,,,,,,,,,,,,,800,,,,,16000,,16000,16000,36800,,16000,16000,192000,192000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
HID194405,1,1,0,,40,1,0,50,0,,0,0,30,15000,0,0,5,0,0,,1,0,0,0,0,0,,0,,,,,,,0,1,0,0,0,1,0,0,0,0,50,35,15,25,2,1.4,.60000002,75,0,0,,,,,,,,,,,,,,800,,,,,14000,15000,,16000,34500,1035000,15000,18000,90000,1125000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
HID194427,1,1,0,,20,1,0,15,0,,0,0,5,17000,0,5,0,0,0,,1,0,0,0,0,0,,0,,,,,,,0,1,0,0,1,0,0,0,0,0,15,10,5,15,1,.66666669,.33333334,30,0,0,,,,,,,,,,,,,,800,,,,,16000,17000,,16000,39100,195500,17000,,,195500,1,1,0,,5,1,0,0,0,,0,0,5,15000,0,0,3,0,1,1,0,,0,0,0,0,,0,,,,,,,0,1,0,0,0,1,0,0,0,0,0,8,-8,13,0,.61538464,-.61538464,13,0,0,,,,,,,,,,,,,,500,,,,,15000,15000,,12000,22500,112500,15000,22500,67500,180000,13
HID194617,1,3,0,,15,1,0,5,0,,0,6,0,17000,0,0,4,0,0,,1,0,0,0,0,0,,0,,,,,,,0,0,0,0,0,1,1,0,0,0,5,10,-5,20,.25,.5,-.25,25,.23999999,0,,,,,,,,,,,800,,,800,,,,,17000,,17000,16000,39100,,17000,34000,136000,136000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
HID194680,1,3,0,,25,1,0,15,0,,0,4,0,15000,0,0,6,0,0,,1,0,0,0,0,0,,0,,,,,,,0,0,0,0,0,1,1,0,0,0,15,10,5,20,.75,.5,.25,35,.11428571,0,,,,,,,,,,,,,,800,,,,,15000,,15000,16000,34500,,15000,30000,180000,180000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
HID194741,2,3,0,,20,1,0,10,0,,0,10,10,15000,0,0,10,0,0,,1,0,0,0,0,0,,0,,,,,,,1,1,0,0,0,1,1,0,0,0,10,30,-20,40,.25,.75,-.5,50,.2,0,,,,,,,,,,,,,,800,,,,,15000,15000,,16000,34500,345000,15000,30000,300000,645000,2,3,0,,53,1,0,2,0,,0,50,0,10000,0,0,0,0,0,,1,0,0,0,0,0,,0,,,,,,,1,0,0,0,0,0,1,0,0,0,2,50,-48,101,.01980198,.49504951,-.47524753,103,.48543689,0,,,,,,,,,,,250,,,500,,,,,10000,,10000,12000,15000,,10000,,,0,2
HID194755,1,3,0,,2,1,0,0,0,,0,2,0,15000,0,0,0,0,0,,0,,0,0,0,0,,0,,,,,,,0,0,0,0,0,0,1,0,0,0,0,2,-2,4,0,.5,-.5,4,.5,0,,,,,,,,,,,,,,800,,,,,15000,,15000,16000,34500,,15000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
HID195021,1,3,0,,80,1,0,150,0,,0,20,0,20000,0,10,20,0,1,1,1,0,0,0,0,0,,0,,,,,,,0,0,0,0,1,1,1,0,0,0,150,50,100,1,150,50,100,151,.13245033,0,,,,,,,,,,,,,,800,,,,,20000,,20000,16000,46000,,20000,30000,600000,600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
HID195076,1,1,0,,100,1,0,0,100,5000,0,0,0,15000,0,0,0,0,0,,0,,1,100,0,0,0,0,,,,,,500000,0,1,0,0,0,0,0,0,0,100,100,0,100,1,100,0,100,101,0,.99009901,,,,,,,,,,,,,,800,,,,,15000,,15000,16000,34500,,15000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
HID195139,1,3,0,,9,1,0,0,0,,0,0,0,15000,0,0,4,0,0,,1,0,0,0,0,0,,0,,,,,,,0,0,0,0,0,1,1,0,0,0,0,4,-4,13,0,.30769232,-.30769232,13,0,0,,,,,,,,,,,,,,800,,,,,15000,,15000,16000,34500,,15000,15000,60000,60000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
HID195152,1,3,0,,11,1,0,8,0,,0,30,0,16000,0,0,10,0,0,,1,0,0,0,0,0,,0,,,,,,,0,0,0,0,0,1,1,0,0,0,8,40,-32,43,.18604651,.93023258,-.74418604,51,.58823532,0,,,,,,,,,,,,,,800,,,,,16000,,16000,16000,36800,,16000,24000,240000,240000,1,3,0,,15,1,0,14,0,,0,35,0,12000,0,0,10,0,0,,1,0,0,0,0,0,,0,,,,,,,0,0,0,0,0,1,1,0,0,0,14,45,-31,46,.30434781,.97826087,-.67391306,60,.58333331,0,,,,,,,,,,,500,,,500,,,,,12000,,12000,12000,18000,,12000,27000,270000,270000,20
HID195200,1,1,0,,30,1,0,20,0,,0,20,20,13000,0,0,0,0,0,,0,,0,0,0,0,,0,,,,,,,0,1,0,0,0,0,0,0,0,0,20,40,-20,50,.40000001,.80000001,-.40000001,70,.2857143,0,,,,,,,,,,,,,,800,,,,,14000,13000,,16000,29900,598000,13000,,,598000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
HID195508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
HID195536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,,20,1,0,40,0,,0,15,15,13000,0,0,12,0,0,,1,0,0,0,0,0,,0,,,,,,,1,1,0,0,0,1,1,0,0,0,40,42,-2,22,1.8181819,1.9090909,-.090909094,62,.24193548,0,,,,,,,,,,,,,,500,,,,,13000,13000,,12000,19500,292500,13000,15600,187200,479700,19
HID195748,2,3,0,,40,1,0,60,0,,0,10,10,17000,0,0,40,1,0,,1,0,1,80,1,0,150000,0,,,,,,,1,1,0,0,0,1,1,0,0,0,60,60,0,40,1.5,1.5,0,100,.1,.80000001,,,,,,,,,,,800,,,800,,,,,17000,17000,,16000,39100,391000,17000,22100,884000,1275000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
HID195756,1,3,0,,24,1,0,10,0,,0,8,6,20000,0,4,19,0,1,1,0,,0,0,0,0,,0,,,,,,,0,1,0,0,1,1,1,0,0,0,10,37,-27,51,.19607843,.72549021,-.52941179,61,.13114753,0,,,,,,,,,,,800,,,800,,,,,20000,20000,,16000,46000,276000,20000,24000,456000,732000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
HID195807,2,3,0,,10,1,1,5,0,,0,5,0,19000,0,0,0,0,0,,1,0,0,0,0,0,,0,,,,,,,1,0,0,0,0,0,1,0,0,0,5,5,0,10,.5,.5,0,15,.33333334,0,,,,,,,,,,,,,,800,,,,,19000,,19000,16000,43700,,19000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
HID195856,1,3,0,,5,1,0,10,0,,0,0,0,16000,0,0,3,0,0,,1,0,0,0,0,0,,0,,,,,,,0,0,0,0,0,1,1,0,0,0,10,3,7,1,10,3,7,11,0,0,,,,,,,,,,,,,,800,,,,,16000,,16000,16000,36800,,16000,24000,72000,72000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
HID195912,1,3,0,,7,1,0,70,0,,0,36,0,20000,11,7,14,0,0,,1,0,0,0,0,0,,0,,,,,,,0,0,0,0,1,1,1,0,0,0,70,68,2,5,14,13.6,.40000001,75,.47999999,0,,,,,,,,,,,,,,800,,,,,20000,,20000,16000,46000,,20000,24000,336000,336000,1,3,0,,3,1,0,25,0,,0,4,0,13000,0,2,8,0,0,,1,0,0,0,0,0,,0,,,,,,,0,0,0,0,1,1,1,0,0,0,25,14,11,1,25,14,11,26,.15384616,0,,,,,,,,,,,500,,,500,,,,,13000,,13000,12000,19500,,13000,27300,218400,218400,18
HID195919,1,3,0,,19,1,0,12,0,,0,4,0,17000,0,0,8,0,0,,0,,0,0,0,0,,0,,,,,,,0,0,0,0,0,1,1,0,0,0,12,12,0,19,.63157892,.63157892,0,31,.12903225,0,,,,,,,,,,,800,,,800,,,,,17000,,17000,16000,39100,,17000,25500,204000,204000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
