province,hhid,qty_rice_harvested,area_rice_harvested
6,HID317282,2400,2.3
12,HID317357,0,0
14,HID317489,2000,0.85
1,HID317700,0,0
25,HID317807,350,0.3
1,HID317839,15000,4.48
4,HID317849,1500,0.3
14,HID317958,16000,5
5,HID318062,700,0.23
4,HID318238,45,0.0225
4,HID318280,2000,0.4
7,HID318420,350,0.136
17,HID318464,200,0.4
21,HID318489,1500,0.5
4,HID318608,2000,1
7,HID318652,2000,0.88
19,HID318984,1140,3.5
17,HID319010,500,0.5
21,HID319102,0,0
14,HID319109,35000,10
3,HID319128,5000,1.5
8,HID319141,2000,0.78
17,HID319210,1500,1.7
6,HID319428,1500,0.75
3,HID319430,0,0
20,HID319442,1200,1.72
3,HID319463,600,0.22
6,HID319619,0,0
20,HID319747,1850,1.01
6,HID319780,3000,0.9
5,HID319789,980,0.55
14,HID319798,2000,2.28
2,HID319842,0,0
6,HID319906,15000,4.5
14,HID319936,6000,0.9
6,HID319976,7500,4.5
25,HID320084,0,0
1,HID320380,0,0
21,HID320392,2640,1.5
20,HID320591,2000,0.35
20,HID320617,17000,7
21,HID320667,5140,1.93
14,HID320673,4000,1.11
21,HID320790,10125,1
25,HID320825,1300,0.7
23,HID320827,850,0.174
5,HID320957,0,0
20,HID320975,1000,0.7
20,HID321127,4000,2.37
24,HID321177,0,0
1,HID321191,2000,1
8,HID321225,6000,10
,HID321332,6000,4
14,HID321498,10000,1
5,HID321531,500,2
17,HID321677,3000,2
17,HID321776,0,0
5,HID321959,1500,0.77
25,HID322012,1330,0.4
2,HID322118,4000,1.5
14,HID322129,840,0.8
25,HID322285,1000,0.5
3,HID322393,2400,0.651
14,HID322399,0,0
15,HID322436,13000,13
16,HID322557,0,0
12,HID322581,0,0
14,HID322694,0,0
17,HID322714,0,0
2,HID322789,8000,3
2,HID322790,0,0
20,HID322855,1025,0.5
12,HID323030,0,0
17,HID323092,1300,0.5
5,HID323147,1820,0.65
14,HID323276,1500,0.2
10,HID323313,1000,0.5
8,HID323333,0,0
25,HID323383,2800,1.5
1,HID323419,7000,3
3,HID323472,0,0
15,HID323542,11200,6.05
3,HID323583,0,0
3,HID323595,2000,0.55
8,HID323602,0,0
3,HID323614,2800,2.5
6,HID323650,80000,18
6,HID323737,0,0
5,HID323792,350,0.1
2,HID323877,7000,1
17,HID323886,0,0
5,HID323914,1800,1
20,HID323920,2100,1.977
8,HID323951,900,0.3
3,HID323969,700,0.36
2,HID323996,1000,0.32
14,HID324024,200,0.85
23,HID324057,0,0
13,HID324080,0,0
17,HID324087,0,0
7,HID324229,2050,1.27
5,HID324236,0,0
21,HID324451,1610,0.54
25,HID324511,0,0
6,HID324654,3000,1.5
6,HID324681,0,0
15,HID324707,1500,1
22,HID324842,13600,13.82
14,HID325418,4500,1.95
17,HID325478,1280,0.5
25,HID325496,15,0.003
20,HID325639,4250,1.69
8,HID325678,500,0.16
25,HID325750,5000,2.5
14,HID325753,9200,3.3664
8,HID325855,0,0
10,HID325903,1500,2
21,HID325933,1300,0.5184
22,HID325997,640,2.5
5,HID326082,0,0
5,HID326231,120,0.05
15,HID326258,0,0
7,HID326275,4200,2.3
2,HID326301,0,0
6,HID326305,20000,18
14,HID326365,5500,1
17,HID326381,1000,1
7,HID326541,1000,0.4455
14,HID326571,7000,2
14,HID326618,1500,0.5
14,HID326698,3500,1.06
14,HID326835,3500,1
18,HID326865,0,0
2,HID327053,0,0
11,HID327267,0,0
14,HID327321,0,0
8,HID327434,0,0
21,HID327459,3410,0.74
21,HID327678,2030,0.93
4,HID327770,2600,1
22,HID327816,1000,1
8,HID327947,1700,0.7
17,HID327954,500,1
25,HID327995,0,0
15,HID328129,10000,2
5,HID328312,6000,2
1,HID328338,8000,5.68
14,HID328393,2000,0.55
5,HID328416,420,0.22
2,HID328470,0,0
2,HID328555,0,0
1,HID329151,700,0.4
25,HID329161,0,0
14,HID329279,6800,2.1
10,HID329288,0,0
19,HID329408,2800,2
18,HID329422,0,0
19,HID329442,0,0
25,HID329485,0,0
6,HID329525,2005,0.92
8,HID329526,1500,1.04
21,HID329581,900,0.35
21,HID329598,495,0.5
,HID329729,1000,1.5
14,HID329846,3300,0.46
3,HID329902,1500,0.6
6,HID329909,1058,0.2
8,HID329981,0,0
10,HID330026,2000,1
7,HID330038,2200,0.97
25,HID330042,1500,0.5
7,HID330166,450,0.072
3,HID330373,2400,0.4
3,HID330383,0,0
4,HID330463,5000,2
22,HID330553,2000,1
4,HID330808,575,0.112
3,HID331009,950,0.0486
1,HID331024,12000,8
3,HID331038,1500,1.5
20,HID331044,0,0
3,HID331111,15000,3
2,HID331120,0,0
4,HID331140,0,0
,HID331244,0,0
13,HID331306,7000,5
2,HID331311,12000,5
10,HID331325,0,0
14,HID331359,2000,1
3,HID331360,0,0
4,HID331466,15000,5
11,HID331609,24500,7
14,HID332037,360,0.2
6,HID332088,600,1
15,HID332098,0,0
25,HID332174,0,0
8,HID332322,0,0
3,HID332464,0,0
17,HID332587,8000,5.3
8,HID332618,0,0
1,HID332650,28000,14
9,HID332691,0,0
7,HID332825,1500,0.7
8,HID332842,1800,0.7
4,HID333017,3210,0.65
5,HID333019,480,0.23
20,HID333234,3315,1
23,HID333291,2950,1.11
5,HID333347,5000,1.24
5,HID333371,1800,0.6
6,HID333383,45000,10
8,HID333405,0,0
16,HID333446,0,0
2,HID333459,2500,1
6,HID333506,1800,0.5
25,HID333507,6300,2
8,HID333563,0,0
25,HID333567,0,0
7,HID333620,0,0
21,HID333735,27000,3
12,HID333768,0,0
6,HID333883,600,1.5
21,HID334003,5500,2.1664
17,HID334052,0,0
4,HID334081,3600,1.3
9,HID334187,0,0
3,HID334203,0,0
5,HID334354,1000,1.2
3,HID334570,0,0
5,HID334784,750,0.6
3,HID334837,0,0
8,HID334979,1300,0.5
21,HID334988,2500,0.9
21,HID335002,21000,7
17,HID335004,5000,3
5,HID335072,2100,0.91
21,HID335121,5000,3.2
16,HID335133,1800,1
25,HID335145,1380,0.5
3,HID335577,0,0
4,HID335639,300,0.12
8,HID335703,0,0
21,HID335874,2000,0.5
4,HID335914,0,0
25,HID335974,3500,1.4
3,HID336110,600,0.6
7,HID336359,825,0.4
25,HID336380,0,0
21,HID336406,1200,0.77
2,HID336506,1800,2
14,HID336770,4700,0.5
10,HID336915,3000,1.5
14,HID336975,20000,4.55
25,HID336983,0,0
21,HID337126,3000,1
12,HID337130,300,0.2
7,HID337135,0,0
7,HID337266,480,0.5
14,HID337281,1500,0.6
5,HID337348,1100,0.5
3,HID337455,0,0
21,HID337512,0,0
24,HID337545,0,0
6,HID337617,480,0.6
14,HID337656,1500,0.3
25,HID337919,0,0
20,HID337924,800,0.5
4,HID337998,28000,3.76
25,HID338048,1500,1.3
14,HID338125,24000,6
13,HID338159,1200,1.5
16,HID338287,2900,1.5
17,HID338370,1500,1
3,HID338458,1440,1.3
5,HID338467,4000,1.5
3,HID338480,0,0
2,HID338555,0,0
17,HID339271,700,1
7,HID339343,1500,0.48
21,HID339345,5000,1
3,HID339402,0,0
14,HID339512,0,0
4,HID339616,375,0.4
3,HID339634,3000,0.9
14,HID339730,1620,0.6
17,HID339748,3000,3
8,HID339789,0,0
17,HID339826,1000,1
6,HID339953,6000,5.5
,HID339968,3500,1.2
17,HID339973,0,0
14,HID340070,1500,0.5
3,HID340128,5000,1
20,HID340214,600,0.25
11,HID340324,4000,1.5
2,HID340389,1500,0.7
5,HID340489,500,0.25
4,HID340496,1000,0.3
22,HID340523,2250,2.5
3,HID340582,2440,0.97
20,HID340631,1000,0.5
3,HID340794,0,0
2,HID340944,6000,1.5
14,HID341176,0,0
,HID341614,0,0
10,HID341688,2000,1
5,HID341724,3050,0.9
7,HID341843,1500,1
6,HID341853,240,0.3
15,HID341906,14000,3.8
8,HID341948,3650,1
14,HID341953,18000,1.5
21,HID342007,14000,2
6,HID342223,0,0
20,HID342234,1500,0.5
3,HID342252,1400,1
8,HID342450,1300,0.23
4,HID342585,500,0.2
20,HID342589,7165,2.1
17,HID342671,0,0
5,HID342732,1100,0.45
17,HID342761,0,0
5,HID342794,1800,0.7
7,HID342875,1500,0.5
10,HID343016,2080,1
7,HID343095,2000,1.04
16,HID343111,0,0
21,HID343125,1200,0.55
,HID343156,5600,2
6,HID343220,4000,2
5,HID343254,370,0.33
7,HID343283,2500,1.1786
14,HID343492,1200,0.6
23,HID343510,0,0
14,HID343569,1380,0.47
8,HID343691,0,0
2,HID343697,15000,6
25,HID343727,7000,1.5
14,HID343778,2000,1
5,HID344211,960,0.14
4,HID344295,0,0
5,HID344727,4200,0.85
14,HID344764,3000,1
3,HID345073,27600,7.89
12,HID345234,0,0
7,HID345303,650,0.35
12,HID345316,0,0
8,HID345353,40000,10
3,HID345394,1200,1.3
8,HID345438,0,0
3,HID345533,1300,0.5
2,HID345866,12000,7
21,HID346046,2000,0.5
23,HID346176,360,0.4
21,HID346233,2150,0.74
8,HID346275,0,0
22,HID346316,6200,4
8,HID346357,850,0.25
4,HID346367,45000,9
14,HID346615,4600,1.45
4,HID346630,8500,2.6599
25,HID346657,2500,0.8
14,HID346686,13500,3.8
17,HID346759,700,1
10,HID346770,0,0
3,HID346813,960,0.99
17,HID346820,0,0
18,HID346873,0,0
14,HID346874,2700,0.7
22,HID346880,2000,2
5,HID346941,1300,0.5
20,HID346974,0,0
14,HID346988,700,0.8
3,HID347050,400,0.12
1,HID347201,2600,3.75
21,HID347267,0,0
20,HID347287,500,0.5
6,HID347411,10500,3
2,HID347412,0,0
14,HID347428,300,0.25
3,HID347472,150,0.2
25,HID347514,350,0.2
5,HID347585,3000,1
21,HID347591,750,0.3
7,HID347759,2300,0.989
14,HID347820,5000,1.2
14,HID347835,4000,2
14,HID348051,1540,0.62
15,HID348067,2275,1.6
3,HID348093,0,0
25,HID348111,2000,0.9
3,HID348184,5000,1.1
6,HID348213,1000,0.4
2,HID348227,8000,4
4,HID348234,2500,0.82
15,HID348339,0,0
4,HID348397,2000,0.48
,HID348473,10000,5
7,HID348507,2800,2
,HID348570,1000,1
1,HID348587,40000,15
3,HID348629,30000,2.69
21,HID348693,3600,0.7
17,HID348767,0,0
14,HID348948,700,0.2
7,HID349105,1000,0.94
5,HID349450,0,0
14,HID349458,0,0
5,HID349596,6000,2.3
4,HID349659,32400,5.4
8,HID349679,0,0
4,HID349701,720,0.5
21,HID349799,10000,2.05
8,HID349827,0,0
2,HID349879,0,0
8,HID349965,1700,0.5
7,HID349985,0,0
17,HID350002,300,1
20,HID350053,1500,0.7
14,HID350057,0,0
8,HID350082,0,0
17,HID350147,6000,3
3,HID350178,1500,0.5
10,HID350219,0,0
5,HID350285,500,0.25
21,HID350392,1500,0.4
8,HID350548,2000,0.32
6,HID350561,3500,1.4
25,HID350582,0,0
14,HID350636,6000,0.85
21,HID350640,3300,2
17,HID350775,2000,1
13,HID350867,3000,3.5
14,HID350931,0,0
4,HID350951,3940,2.55
14,HID351053,8000,2.7
5,HID351259,560,0.3
21,HID351299,0,0
1,HID351370,0,0
25,HID351375,400,0.36
25,HID351380,0,0
3,HID351708,780,0.5
3,HID351822,0,0
21,HID351965,1200,0.3
17,HID351989,1000,0.7
20,HID352034,2500,0.99
21,HID352052,2500,1
17,HID352095,10700,2
3,HID352164,2240,0.5
6,HID352205,0,0
11,HID352456,0,0
15,HID352507,0,0
5,HID352737,1450,0.56
1,HID352777,4000,2
25,HID352823,0,0
21,HID352946,2220,0.77
6,HID352974,0,0
10,HID353013,0,0
14,HID353096,1000,1
21,HID353152,1500,0.7
15,HID353397,3000,3
6,HID353399,1000,1
14,HID353513,1750,0.7
14,HID353560,6200,2
2,HID353569,1300,0.32
19,HID353573,0,0
,HID353585,840,0.28
5,HID353594,620,0.35
14,HID353707,880,4.3
19,HID353715,2000,0.5
17,HID353761,700,2
8,HID353763,0,0
6,HID353813,0,0
8,HID353858,3300,1.23
1,HID353948,1700,0.5
25,HID353961,900,0.7
6,HID354251,0,0
4,HID354285,6000,1.5
14,HID354370,3000,4.5
5,HID354421,5525,2.21
15,HID354468,15000,5
12,HID354488,720,0.25
24,HID354544,0,0
2,HID354582,4000,2
10,HID354670,0,0
13,HID354731,3000,3
15,HID354765,2000,2
21,HID354884,2500,0.8
2,HID355010,0,0
20,HID355032,0,0
13,HID355055,2500,2
14,HID355154,1400,0.52
17,HID355234,810,0.18
10,HID355328,0,0
17,HID355352,1800,2
14,HID355355,1000,0.4
9,HID355367,0,0
25,HID355524,80,0.2
2,HID355533,0,0
8,HID355633,0,0
15,HID355658,3000,2
7,HID355669,1500,0.62
3,HID355705,500,0.35
6,HID355772,230,0.1
8,HID355793,0,0
3,HID355835,0,0
3,HID355877,0,0
2,HID355957,0,0
8,HID356086,500,0.2
7,HID356278,2000,1.05
15,HID356356,18000,10
3,HID356451,20000,3.7
2,HID356594,18000,6
11,HID356707,26500,9.1
2,HID356725,6500,4.37
5,HID356784,0,0
18,HID356840,1000,1
21,HID356923,420,0.5
7,HID356929,0,0
8,HID357132,0,0
4,HID357364,360,0.3
10,HID357446,0,0
21,HID357474,4200,0.24
11,HID357689,0,0
8,HID357825,3600,1
12,HID357965,0,0
16,HID358027,900,1
23,HID358136,2650,1.05
20,HID358204,4500,2.2
6,HID358372,4000,2
3,HID358427,2000,0.4
8,HID358463,0,0
21,HID358501,975,0.37
15,HID358565,0,0
6,HID358600,49000,4.9
15,HID358920,4000,5
3,HID358952,1200,0.5
6,HID358981,0,0
9,HID359072,0,0
20,HID359254,3000,1.3
14,HID359304,2500,1.25
17,HID359309,10000,2.79
1,HID359317,0,0
10,HID359321,0,0
14,HID359592,1330,0.69
9,HID359683,0,0
17,HID359763,1500,3.5
2,HID359822,3300,2.7
20,HID359825,2500,1.55
17,HID359845,400,0.5
21,HID359909,0,0
7,HID359980,2500,2.2
2,HID360084,18000,5.47
17,HID360109,3000,2
8,HID360189,0,0
2,HID360317,400,0.5
20,HID360358,0,0
7,HID360433,1000,0.5
5,HID360457,0,0
6,HID360579,120,0.2
6,HID360658,4000,1.7
20,HID360660,10500,3.69
8,HID360703,0,0
20,HID360757,7000,2.4
21,HID360825,2310,0.42
10,HID360850,1500,1
6,HID360907,200,0.5
1,HID360980,4500,3
20,HID361072,4950,2
8,HID361088,0,0
21,HID361090,250,0.1
12,HID361121,1050,0.7
8,HID361126,950,0.25
2,HID361172,2000,3.5
20,HID361184,1400,1.1
14,HID361188,360,0.5
15,HID361192,3500,1.5
4,HID361323,4850,1.9893
6,HID361450,1500,1
14,HID361476,3000,2.4
12,HID361540,1500,1
10,HID361573,3000,1
7,HID361595,3100,1.38
18,HID361600,0,0
1,HID361674,0,0
20,HID361708,0,0
6,HID361793,3500,1
7,HID361923,2680,5
20,HID361955,3500,1
14,HID362204,0,0
21,HID362244,960,0.39
8,HID362548,0,0
14,HID362570,7000,1.5
5,HID362725,1800,1.18
17,HID362830,2800,1.16
21,HID362877,2400,1
15,HID362908,4000,2
7,HID362947,1750,0.5
13,HID362996,10000,8.5
14,HID363002,0,0
1,HID363128,2500,1.5
2,HID363158,1500,0.7
20,HID363194,0,0
14,HID363197,600,0.2
25,HID363265,4200,1.65
2,HID363289,1400,1.32
25,HID363360,980,0.4
14,HID363377,0,0
2,HID363393,15000,5
21,HID363405,1100,0.4
14,HID363463,910,0.35
19,HID363527,650,0.3
3,HID363545,120,0.3
7,HID363576,2365,0.67
14,HID363706,2800,1.3
17,HID363763,3000,3
14,HID363852,5200,1.5
3,HID363879,1300,0.7
2,HID363951,0,0
5,HID363987,3200,0.8
24,HID363994,0,0
3,HID364162,0,0
25,HID364286,1500,0.5
7,HID364537,600,0.5
16,HID364606,900,1
14,HID364857,700,1.6
11,HID364891,3000,1.5
6,HID364927,8000,1.5
4,HID364961,6500,0.84
20,HID365099,1500,1.2
21,HID365192,24000,2.67
25,HID365246,0,0
10,HID365342,0,0
17,HID365442,0,0
2,HID365528,1200,0.24
21,HID365570,9500,2
21,HID365701,1500,0.55
25,HID365879,4000,2
5,HID365979,5000,2.3
8,HID366077,0,0
7,HID366276,1250,0.3
24,HID366353,0,0
,HID366446,0,0
25,HID366571,0,0
7,HID366670,1080,0.325
13,HID366707,700,1
14,HID366794,3000,1
14,HID366832,2000,0.7
23,HID367054,825,0.15
7,HID367235,1000,0.6
12,HID367291,900,1.05
17,HID367417,1150,1.61
11,HID367446,0,0
12,HID367508,600,0.5
6,HID367517,1000,0.9
16,HID367519,0,0
6,HID367571,0,0
24,HID367588,0,0
25,HID367772,0,0
22,HID367836,12000,5
5,HID367896,630,0.21
14,HID368195,4725,1.28
6,HID368246,288,0.25
2,HID368322,9000,3
23,HID368339,969,0.5
14,HID368459,1700,0.7
3,HID368570,2500,0.8
22,HID368578,0,0
3,HID368582,600,0.1
17,HID368812,500,0.5
14,HID368833,3800,2.25
21,HID369135,17000,3.6
8,HID369240,0,0
14,HID369446,0,0
6,HID369457,720,1.8
21,HID369500,5000,2
16,HID369845,600,1
4,HID369878,0,0
2,HID369880,8000,1.64
10,HID369895,1000,2
,HID369906,0,0
17,HID369970,5400,1
14,HID369976,1650,0.6
2,HID370030,0,0
25,HID370052,500,0.3
18,HID370078,500,0.25
21,HID370166,2000,1
14,HID370253,1200,0.51
12,HID370314,0,0
5,HID370428,0,0
25,HID370511,1200,0.3
5,HID370575,1500,0.48
,HID370748,500,0.4
14,HID370781,0,0
1,HID370798,4500,1.84
7,HID370831,2200,1.48
25,HID370850,700,0.25
7,HID370883,3200,2
5,HID371063,0,0
25,HID371112,500,0.5
2,HID371134,0,0
4,HID371181,700,0.61
13,HID371473,3000,3.5
8,HID371711,7000,7
5,HID371728,2500,1.5
19,HID371827,5115,4
1,HID372090,0,0
2,HID372172,0,0
10,HID372293,600,0.3
20,HID372351,3500,1.79
14,HID372446,0,0
2,HID372517,0,0
2,HID372533,13000,6
21,HID372649,2000,1.31
2,HID372684,0,0
1,HID372706,0,0
6,HID372712,3960,2
7,HID372795,700,0.24
9,HID372848,8500,2.9
22,HID373015,1300,0.7
6,HID373047,720,0.53
15,HID373054,40000,18
2,HID373124,2000,0.48
2,HID373194,75000,18
14,HID373195,1000,0.3
15,HID373319,0,0
11,HID373391,5900,2.7
10,HID373476,0,0
6,HID373589,15000,3
3,HID373738,26000,7.5
7,HID373867,6000,2.6
14,HID374076,0,0
25,HID374096,2100,0.8
3,HID374127,630,0.4
,HID374165,0,0
21,HID374282,5000,3
11,HID374436,300,0.25
21,HID374471,1000,0.6
5,HID374507,0,0
2,HID374532,7000,4.5
10,HID374541,0,0
1,HID374580,0,0
13,HID374847,0,0
2,HID374856,2000,0.5
6,HID374883,0,0
16,HID374892,500,1
21,HID374901,6000,0.65
15,HID374904,19000,4
17,HID374948,1000,1
2,HID374977,0,0
3,HID374989,0,0
5,HID375205,896,0.32
24,HID375222,0,0
12,HID375239,480,0.31
12,HID375268,1000,0.4
17,HID375419,2500,2
15,HID375497,0,0
25,HID375586,0,0
15,HID375610,0,0
17,HID375693,1200,1.5
1,HID375816,2000,0.15
25,HID375916,0,0
14,HID375961,7000,0.8
4,HID376026,450,0.21
7,HID376032,5000,1.48
1,HID376056,0,0
9,HID376286,0,0
14,HID376368,2500,1.5
14,HID376401,80000,17
24,HID376504,0,0
,HID376519,0,0
23,HID376560,1800,0.5
,HID376626,1150,0.787
2,HID376726,2500,1
14,HID376986,15000,3
17,HID377022,0,0
25,HID377080,0,0
7,HID377089,850,0.114
14,HID377287,6000,2.2
23,HID377343,0,0
12,HID377362,300,0.5
1,HID377454,4000,0.9
2,HID377483,10000,3.4
18,HID377544,1500,2
5,HID377714,0,0
25,HID377986,0,0
7,HID378034,1650,0.412
8,HID378249,0,0
9,HID378275,0,0
15,HID378290,0,0
2,HID378371,0,0
2,HID378394,14000,7.5
13,HID378470,900,0.3
15,HID378657,7000,1.5
4,HID378683,0,0
20,HID378720,9900,3.3
13,HID378753,1350,0.5
1,HID378760,2000,1
25,HID378997,0,0
25,HID379163,1300,0.8
2,HID379264,3500,2
10,HID379296,0,0
21,HID379312,0,0
17,HID379362,2000,2
17,HID379371,2000,2.5
5,HID379575,1360,0.7
2,HID379604,10000,5
6,HID379610,0,0
25,HID379747,1200,0.9
14,HID379783,2180,0.94
15,HID379817,30000,10
14,HID379853,2550,0.73
6,HID379941,1000,0.5
19,HID380067,0,0
14,HID380189,90,0.015
14,HID380266,0,0
15,HID380270,2800,1.5
13,HID380309,4200,3
7,HID380315,1265,0.3888
14,HID380759,0,0
8,HID380841,0,0
15,HID380842,0,0
4,HID380846,360,0.06
12,HID380875,0,0
3,HID380884,0,0
3,HID380996,1050,0.7
20,HID381220,18000,2
3,HID381307,2000,0.8099
14,HID381328,1750,0.58
14,HID381333,3000,1.2
6,HID381512,0,0
17,HID381576,6500,1.4
25,HID381577,0,0
1,HID381580,13000,8
3,HID381597,0,0
1,HID381715,1700,2.64
3,HID381720,0,0
1,HID381765,2000,1.85
6,HID382071,4000,1.5
3,HID382094,0,0
6,HID382108,0,0
20,HID382136,4000,3.48
18,HID382149,2500,2.5
1,HID382224,16000,8
21,HID382267,0,0
5,HID382348,950,0.45
2,HID382484,0,0
21,HID382545,0,0
10,HID382686,0,0
3,HID382721,0,0
12,HID382804,0,0
2,HID382894,6000,5.1
14,HID382905,3000,1.4
21,HID382950,0,0
7,HID383060,10000,3
10,HID383081,0,0
10,HID383091,6000,1.7
1,HID383173,2000,0.18
17,HID383318,249,0.06
3,HID383384,0,0
5,HID383387,1000,2
12,HID383588,600,0.2
17,HID383694,0,0
,HID383825,4000,0.8
24,HID383865,0,0
3,HID384117,0,0
6,HID384179,0,0
21,HID384213,3000,0.9
15,HID384316,5600,3
21,HID384370,8000,2.5
20,HID384412,2500,1.9
18,HID384438,0,0
3,HID384464,1000,0.04
25,HID384671,0,0
20,HID384744,1350,0.4
4,HID384756,2500,0.806
17,HID384813,3000,1.4
14,HID385032,1000,0.3
20,HID385107,3100,1.19
14,HID385108,7000,3.7
15,HID385174,2000,1.2
17,HID385308,0,0
21,HID385381,2000,1
20,HID385448,2310,1.2
17,HID385772,0,0
21,HID385808,1200,0.3
14,HID385839,600,1.2
8,HID385939,0,0
25,HID386121,0,0
7,HID386454,1650,1.5
20,HID386486,0,0
,HID386550,1650,0.7
14,HID386589,9500,0.93
3,HID386599,0,0
13,HID386616,900,1
5,HID386786,3750,0.8
21,HID386912,13500,0.7
6,HID386924,840,3.5
4,HID386971,800,0.3276
18,HID386994,3000,1.16
7,HID387077,0,0
7,HID387107,1700,0.62
8,HID387108,715,0.22
25,HID387154,0,0
6,HID387211,3000,5
1,HID387307,6500,4
16,HID387374,0,0
7,HID387533,2000,0.6
24,HID387536,0,0
3,HID387663,900,0.2
15,HID387677,0,0
21,HID387694,0,0
25,HID387752,2000,1
19,HID387758,1350,1.45
3,HID387822,5000,1
11,HID387847,675,0.5
8,HID387852,0,0
13,HID387909,0,0
7,HID387974,4750,2.29
10,HID387986,0,0
21,HID388026,4800,1.44
22,HID388388,5500,7.5
1,HID388480,0,0
5,HID388495,1800,1.07
7,HID388504,2010,0.5184
25,HID388588,2400,1
17,HID388745,0,0
20,HID388746,5000,1.7
14,HID388792,1500,0.56
5,HID388818,1500,0.52
5,HID388979,1000,0.3
5,HID389031,0,0
15,HID389079,4500,3
3,HID389174,0,0
16,HID389298,1200,0.5
8,HID389313,7500,2
8,HID389334,2400,0.5
8,HID389427,1020,0.35
4,HID389592,1000,0.5
2,HID389615,0,0
7,HID389683,0,0
24,HID389720,0,0
20,HID389748,0,0
14,HID389757,0,0
2,HID389995,0,0
17,HID390102,1200,1
5,HID390112,480,0.2
21,HID390268,2000,0.5
11,HID390318,720,1
3,HID390365,100,0.2
15,HID390510,3000,1.1
1,HID390536,500,0.5
7,HID390554,80000,12.48
14,HID390620,5400,1.8
3,HID390621,0,0
14,HID390691,1620,0.5
21,HID390726,1000,0.5
25,HID390748,2000,0.6
9,HID390815,0,0
14,HID390976,3000,1
1,HID391098,2000,1.16
12,HID391206,0,0
22,HID391331,6000,2.9
1,HID391500,0,0
8,HID391513,0,0
20,HID391606,0,0
14,HID391616,1000,0.15
4,HID391655,3500,1.59
7,HID391659,2000,3.5
3,HID391767,0,0
7,HID391772,900,0.39
25,HID391837,2500,0.6
22,HID391962,5000,5.66
6,HID391998,0,0
21,HID392093,1750,1
8,HID392122,800,0.225
20,HID392162,1500,1.05
14,HID392164,2500,1.9
1,HID392193,0,0
20,HID392323,3650,1.95
8,HID392384,0,0
23,HID392420,13800,1.5
20,HID392567,1500,0.59
4,HID392741,600,0.33
24,HID392790,0,0
5,HID392840,2000,0.88
4,HID392888,2000,0.75
8,HID392962,2000,0.3
8,HID392981,0,0
25,HID392987,1500,1.3
10,HID393023,1500,0.24
13,HID393033,3000,1
4,HID393039,500,0.3
14,HID393127,8000,2.4
3,HID393182,0,0
16,HID393262,0,0
16,HID393263,1000,1
3,HID393299,3000,0.23
14,HID393468,1300,0.6
6,HID393488,1000,1
7,HID393565,5350,1.65
21,HID393664,1250,0.6
17,HID393876,0,0
15,HID393934,2500,1.25
21,HID394110,0,0
21,HID394139,2000,0.4
2,HID394140,10000,3
3,HID394181,0,0
1,HID394255,0,0
2,HID394392,0,0
5,HID394419,650,0.15
10,HID394439,4500,2
16,HID394452,3000,1
6,HID394478,3500,1.5
3,HID394494,5600,1
21,HID394512,1500,0.6
12,HID394562,0,0
21,HID394592,3000,0.5
6,HID394651,1500,3.2
22,HID394733,25000,10
8,HID394748,0,0
24,HID394800,0,0
1,HID394820,0,0
10,HID394860,0,0
2,HID394881,500,0.16
20,HID395063,0,0
5,HID395135,0,0
7,HID395221,5200,2.39
25,HID395234,0,0
1,HID395322,7000,1.8
21,HID395356,4000,0.6
2,HID395416,5000,2.9
2,HID395568,8500,5
14,HID395648,4500,2
20,HID395674,0,0
14,HID395682,6000,1
7,HID395705,825,0.3498
2,HID395796,18000,6
2,HID395876,13000,4
10,HID395908,0,0
6,HID395938,1000,0.55
8,HID396139,0,0
4,HID396181,3120,1.4509
17,HID396242,6000,5.13
11,HID396274,0,0
18,HID396444,350,0.5
6,HID396476,1200,0.7
23,HID396668,250,0.091
21,HID396759,150,0.14
8,HID396796,0,0
7,HID396808,0,0
8,HID396831,2600,2
1,HID396976,0,0
20,HID397000,1800,0.8
22,HID397119,5000,5.5
25,HID397147,0,0
1,HID397336,6000,5
14,HID397450,975,0.42
5,HID397607,800,0.37
3,HID397798,0,0
6,HID397919,1200,1.5
2,HID398106,7500,3.62
8,HID398199,0,0
15,HID398229,0,0
21,HID398264,1000,0.5
20,HID398391,2000,0.5
5,HID398393,2800,0.72
24,HID398445,0,0
20,HID398556,2500,1.5
14,HID398745,5000,2.5
21,HID398782,3500,1.47
6,HID399187,2900,1
2,HID399199,1000,0.48
15,HID399282,0,0
23,HID399382,1100,0.529
1,HID399426,0,0
2,HID399546,7000,7
3,HID399554,1500,0.61
3,HID399686,3000,2
1,HID399717,3000,1.82
4,HID399747,0,0
14,HID399903,3500,1.5
15,HID400010,1000,0.7
3,HID400049,500,0.41
21,HID400150,2000,0.5
2,HID400283,1500,2
3,HID400399,1050,0.8
14,HID400482,2000,1.59
5,HID400642,500,0.3
25,HID400648,0,0
7,HID400757,3200,1.42
21,HID400766,1200,0.4
1,HID400810,4000,2.4
2,HID400852,0,0
20,HID400883,5000,1.34
10,HID400985,10000,4
24,HID401121,0,0
23,HID401146,0,0
14,HID401160,2500,1.18
6,HID401166,18000,3
1,HID401169,1000,1.2
8,HID401227,0,0
22,HID401372,12000,8
14,HID401410,21000,3.03
20,HID401498,0,0
12,HID401522,0,0
15,HID401585,0,0
25,HID401593,0,0
22,HID401669,5000,7
21,HID401842,2000,1
14,HID401962,2500,3.3
19,HID402016,1000,1.5
