hhid,fhh,covid_shock,ag_comm,irrigation,drought,flood,extension_training,animal_ded_area,rice,feed_Chickens,feed_Cattle
HID278122,0,1,2,1,0,0,,1,1,1,
HID278142,1,1,2,0,0,0,,1,1,,1
HID278172,0,1,2,1,0,0,,1,1,1,1
HID278276,1,1,2,1,1,0,,1,1,1,1
HID278371,0,1,2,1,0,0,,1,1,2,1
HID278373,0,2,2,1,0,0,,1,1,1,1
HID278418,0,1,2,0,0,0,,1,0,2,
HID278426,0,1,2,1,0,0,,1,1,1,
HID278471,0,2,2,1,0,1,,1,1,1,
HID278475,0,1,2,1,1,0,,1,1,1,1
HID278711,0,1,2,1,1,0,,1,1,1,
HID278776,0,1,2,1,1,0,,1,1,,1
HID278789,1,1,2,1,0,0,,1,0,1,
HID278861,1,1,2,1,0,0,,1,0,2,2
HID278908,0,1,2,0,0,0,,1,1,1,
HID279021,0,1,2,1,1,0,,1,1,2,
HID279052,0,1,2,1,0,0,,0,1,1,
HID279056,0,1,2,1,1,0,,1,1,1,
HID279079,0,2,2,1,0,1,,1,1,2,
HID279127,0,1,2,1,0,0,,1,1,1,
HID279332,0,1,2,1,0,0,,1,1,1,
HID279401,1,1,2,0,1,0,,1,1,1,1
HID279438,0,1,2,1,0,0,,1,1,1,
HID279512,0,1,2,1,0,0,,1,1,1,1
HID279534,0,1,2,0,0,1,,1,1,1,1
HID279591,1,2,2,1,1,0,,1,1,1,1
HID279622,0,1,2,1,0,0,,1,1,2,2
HID279722,0,1,2,,0,0,,1,0,1,
HID279875,1,1,2,0,0,0,,1,1,,1
HID279897,0,1,2,0,0,0,,1,1,1,1
HID279903,0,1,2,,0,0,,1,0,2,
HID279909,0,1,2,1,0,0,,1,1,2,
HID279911,0,1,2,1,1,0,,1,1,1,
HID279948,0,1,2,1,1,0,,1,0,2,
HID280013,1,1,2,1,0,0,,1,1,1,1
HID280033,1,1,2,1,0,0,,1,1,2,2
HID280109,0,2,2,1,0,1,,1,1,1,
HID280121,0,1,2,0,0,0,,1,0,2,
HID280138,0,1,2,1,0,0,,1,1,,
HID280216,0,1,2,1,0,0,,1,1,1,1
HID280234,0,1,2,1,1,1,,1,1,1,
HID280445,1,1,2,1,0,0,,1,1,1,1
HID280497,1,1,2,1,0,0,,1,1,1,1
HID280620,1,1,2,,0,0,,1,0,2,
HID280696,0,1,2,1,1,0,,1,1,2,2
HID280747,0,1,2,1,1,0,,1,0,1,
HID280831,0,1,2,0,0,0,,1,0,2,
HID280878,0,1,2,1,0,0,,0,1,1,
HID280881,1,1,2,1,0,0,,1,1,1,1
HID280949,0,1,2,0,0,0,,1,1,1,1
HID280999,0,2,2,0,0,1,,1,1,1,
HID281055,0,2,2,1,0,0,,1,1,1,
HID281114,0,1,2,1,0,0,,1,0,1,1
HID281125,0,1,2,1,1,0,,1,1,1,1
HID281166,1,1,2,1,0,0,,1,1,1,
HID281187,1,1,2,1,0,0,,1,1,2,2
HID281243,0,2,2,1,1,0,,1,1,1,
HID281269,1,1,2,1,1,0,,1,1,1,1
HID281287,0,1,2,1,0,0,,1,1,1,
HID281393,0,1,2,0,0,0,,1,1,2,
HID281479,0,1,2,1,0,0,,1,1,2,1
HID281625,0,1,2,1,0,1,,1,1,2,
HID281698,0,1,2,1,0,0,,1,1,2,1
HID281724,0,1,2,1,1,0,,1,1,1,
HID281753,1,1,2,1,0,0,,1,1,2,1
HID281767,0,1,2,1,1,0,,1,1,2,
HID281787,0,1,2,1,0,0,,1,1,1,
HID281802,1,1,2,1,0,0,,1,1,1,
HID281865,0,1,2,1,0,0,,1,0,1,1
HID281911,0,1,2,0,0,0,,1,0,1,
HID281953,0,1,2,1,0,0,,1,1,1,
HID281983,0,1,2,1,0,0,,0,1,1,
HID282119,0,1,2,1,1,0,,1,1,1,
HID282158,0,1,2,0,1,0,,1,1,1,1
HID282273,0,1,2,1,0,0,,1,1,1,1
HID282512,0,1,2,1,1,0,,1,1,1,
HID282574,0,1,2,,0,0,,1,0,2,
HID282638,1,1,2,1,1,0,,1,1,1,
HID282698,0,1,2,1,0,0,,1,1,2,
HID282732,0,1,2,1,0,0,,1,1,1,1
HID282823,0,2,2,1,0,1,,0,1,1,
HID282931,1,1,2,1,0,0,,1,1,1,
HID282942,1,1,2,0,0,0,,1,1,1,1
HID283091,0,1,2,1,0,0,,1,0,2,
HID283226,1,1,2,1,0,0,,1,1,1,
HID283403,0,2,2,1,0,0,,1,1,1,
HID283541,1,1,2,1,0,0,,1,0,1,
HID283549,1,1,1,1,0,0,,1,1,2,1
HID283623,0,1,2,1,0,0,,1,1,2,2
HID283641,1,1,2,1,0,0,,1,1,1,1
HID283715,1,1,2,1,0,0,,1,1,1,1
HID283835,0,1,2,1,1,0,,1,1,1,
HID283840,0,1,2,0,0,0,,1,1,2,
HID283855,0,1,2,0,0,0,,1,1,1,1
HID283869,0,2,2,1,1,0,,1,1,1,
HID283879,0,1,2,1,0,0,,1,1,1,1
HID283892,0,1,2,1,0,0,,1,1,1,
HID284161,0,1,2,1,0,0,,1,0,1,
HID284287,0,1,2,1,1,1,,1,1,1,
HID284297,0,1,2,1,0,0,,1,1,1,
HID284488,0,1,2,1,1,0,,1,1,1,
HID284575,1,1,2,0,0,1,,0,0,1,
HID284826,1,1,2,0,1,0,,1,1,1,
HID284827,0,1,2,,0,0,,1,0,2,
HID284902,0,1,2,1,0,0,,1,1,2,1
HID285020,0,1,2,0,0,0,,1,0,2,
HID285053,0,1,2,1,0,0,,0,0,2,
HID285126,0,1,2,0,0,0,,1,1,,1
HID285134,0,1,2,0,0,0,,1,1,1,1
HID285144,0,1,2,1,0,0,,1,1,1,1
HID285388,0,1,2,1,0,0,,1,1,2,2
HID285475,0,1,2,1,0,0,,1,1,1,
HID285480,0,1,2,0,0,0,,1,1,2,1
HID285600,0,1,2,1,0,0,,1,1,2,2
HID285630,1,1,2,1,0,0,,1,1,1,1
HID285664,0,1,2,1,0,0,,1,0,2,
HID285695,0,1,2,,0,0,,1,0,3,
HID285731,0,1,2,1,0,0,,1,0,1,
HID285767,0,1,2,1,1,0,,1,1,1,
HID285870,1,2,2,0,0,1,,1,1,1,1
HID285978,0,1,2,1,0,0,,1,1,1,1
HID286030,0,1,2,1,0,0,,1,0,1,
HID286061,0,1,2,,0,0,,1,0,1,1
HID286103,0,1,2,1,0,0,,1,1,1,
HID286291,0,1,2,1,0,0,,0,1,1,
HID286307,0,1,2,1,0,0,,1,1,,1
HID286348,0,1,2,1,1,0,,1,1,1,1
HID286369,0,1,2,0,0,0,,1,0,2,
HID286427,1,1,2,0,0,0,,1,1,1,1
HID286452,1,1,2,1,1,0,,1,1,1,
HID286533,1,1,2,0,0,0,,1,0,1,
HID286541,0,1,2,1,0,0,,1,1,1,1
HID286629,0,1,2,1,0,0,,1,1,1,1
HID286730,1,2,2,,0,0,,0,0,2,
HID286760,0,1,2,1,0,0,,1,0,1,
HID286850,0,1,2,0,0,0,,1,1,1,1
HID286918,0,1,2,1,0,0,,1,1,1,1
HID286967,0,1,2,0,0,0,,1,1,,1
HID287206,0,1,2,0,0,0,,1,0,2,
HID287277,0,1,2,1,0,0,,1,0,1,1
HID287370,0,1,2,1,0,0,,1,1,2,
HID287421,0,1,2,1,0,0,,0,1,1,
HID287501,1,1,2,1,0,0,,1,1,1,1
HID287670,0,1,2,1,0,0,,1,1,1,1
HID287672,0,1,2,1,0,0,,1,1,2,1
HID287680,1,1,2,1,0,0,,1,1,,2
HID287693,0,1,2,1,0,0,,1,1,1,1
HID287759,1,1,2,0,0,0,,0,1,1,
HID287787,0,1,2,1,1,0,,1,1,1,1
HID287813,0,1,2,0,0,1,,1,1,1,
HID287814,0,1,2,1,0,0,,1,1,1,1
HID287911,0,1,2,1,1,0,,1,1,,1
HID287944,0,1,2,0,0,0,,1,1,,1
HID287953,0,1,2,1,0,0,,1,1,2,
HID288000,1,1,2,1,0,0,,1,0,1,
HID288027,1,1,2,1,0,0,,1,1,1,
HID288156,0,1,2,1,0,1,,1,1,1,
HID288245,0,1,2,,0,0,,1,0,2,
HID288258,0,1,2,1,0,0,,1,0,1,
HID288305,0,2,2,1,1,0,,1,1,1,
HID288598,1,2,2,,0,0,,1,0,1,
HID288665,0,1,2,1,0,0,,1,0,1,
HID288715,1,1,2,1,1,0,,1,1,1,1
HID288745,1,1,2,1,0,0,,1,0,2,1
HID288771,0,1,2,,1,0,,1,0,1,
HID288824,0,2,2,1,0,1,,1,0,1,
HID288924,0,1,2,0,0,0,,1,0,1,1
HID288930,0,1,2,0,0,0,,1,0,2,
HID289031,1,1,2,1,1,0,,1,1,1,
HID289052,0,1,2,0,1,0,,1,1,1,1
HID289151,0,1,2,1,0,0,,1,0,,2
HID289156,0,2,2,1,0,0,,1,1,2,1
HID289189,0,1,2,1,0,0,,1,1,1,
HID289199,0,1,2,1,0,0,,1,1,1,
HID289297,1,1,2,,0,0,,1,0,1,
HID289311,0,1,2,1,0,0,,1,0,1,
HID289390,0,1,2,1,1,0,,1,1,2,2
HID289402,1,1,2,1,1,0,,0,1,,1
HID289490,0,1,2,1,0,0,,1,1,1,1
HID289605,0,1,2,1,0,0,,1,1,2,
HID289730,0,1,2,0,0,0,,1,1,2,
HID290334,0,1,2,0,0,0,,1,0,2,1
HID290382,0,1,2,1,0,0,,1,1,1,
HID290407,0,1,2,1,0,0,,1,1,2,2
HID290589,0,2,2,0,1,0,,1,1,,
HID290624,1,1,2,1,0,0,,1,1,1,1
HID290789,1,1,2,1,0,0,,1,1,1,
HID290851,0,2,2,1,1,0,,1,1,1,1
HID290930,0,1,2,1,0,0,,1,1,1,1
HID290972,0,1,2,0,0,0,,1,1,,1
HID290986,0,1,2,1,0,0,,1,1,1,1
HID291032,0,2,2,1,0,1,,1,1,1,
HID291047,1,1,2,1,0,0,,1,1,,1
HID291323,0,1,2,1,0,0,,1,1,1,
HID291367,0,1,2,1,1,0,,1,0,1,
HID291379,0,1,2,1,0,0,,1,1,1,
HID291465,0,1,2,,0,1,,0,0,,1
HID291519,0,1,2,1,0,0,,1,1,2,2
HID291629,0,1,2,1,0,0,,1,0,1,
HID291719,0,1,2,1,1,0,,1,1,1,1
HID291728,0,1,2,1,0,0,,1,1,1,
HID291734,0,1,2,1,1,0,,1,1,2,
HID292174,1,2,1,1,0,0,,1,1,2,
HID292219,1,2,2,,0,0,,1,0,1,
HID292408,0,1,2,0,1,0,,1,0,1,1
HID292483,0,1,2,1,1,0,,1,1,1,1
HID292593,0,2,2,1,0,0,,1,0,1,
HID292631,0,1,2,,0,0,,1,0,2,
HID292730,0,2,2,1,0,0,,0,0,1,
HID292762,0,1,2,1,0,0,,1,1,,1
HID292854,0,1,2,1,0,0,,1,1,1,1
HID292856,0,2,2,1,0,1,,1,0,2,
HID293097,0,1,2,1,0,0,,1,1,1,
HID293128,0,2,2,1,0,1,1,1,0,2,
HID293139,0,1,2,1,0,0,,1,1,1,
HID293162,0,1,2,1,0,0,,1,1,2,
HID293287,0,1,2,1,1,0,,1,1,2,
HID293310,0,1,2,1,1,0,,1,0,1,1
HID293316,1,1,2,1,1,0,,1,1,1,1
HID293388,0,2,2,1,1,0,,1,1,2,
HID293572,1,2,2,,0,0,,1,0,2,
HID293613,1,1,2,1,0,0,,1,1,,
HID293726,1,1,2,0,0,1,,1,1,,1
HID293749,1,1,2,1,0,0,,1,1,,1
HID293801,0,1,2,,0,0,,1,0,2,
HID293994,0,1,2,1,0,0,,1,1,1,
HID294194,0,1,2,1,0,0,,1,1,1,
HID294229,1,1,2,1,0,0,,1,1,2,
HID294263,0,1,2,,0,0,,1,0,2,
HID294271,0,2,2,1,1,0,,1,1,2,
HID294286,0,1,2,1,0,0,,1,1,1,
HID294329,1,1,2,0,1,0,,1,0,1,
HID294376,0,1,2,,0,0,,1,0,,
HID294414,0,1,2,1,0,0,,1,1,1,
HID294424,0,1,2,1,0,0,,1,1,1,1
HID294441,0,1,2,1,0,0,,1,1,2,2
HID294466,0,1,2,1,1,0,,1,0,1,
HID294468,0,1,2,0,1,1,,1,0,2,
HID294477,1,1,2,1,0,0,,1,1,1,
HID294599,0,1,2,1,0,0,,1,1,1,
HID294736,1,1,2,0,1,0,,1,1,1,1
HID294869,0,1,2,1,0,0,,1,1,1,
HID295203,0,1,2,1,0,0,,1,1,1,
HID295239,1,1,2,1,0,0,,1,1,2,
HID295368,1,1,2,1,0,0,1,1,1,2,1
HID295461,1,1,2,1,0,0,,1,1,1,
HID295612,0,1,2,1,0,0,,1,1,1,1
HID295716,0,1,2,1,0,0,,1,1,1,1
HID295982,0,1,2,1,0,0,,1,0,1,1
HID296026,0,1,2,1,0,0,,1,1,1,
HID296132,0,1,2,1,1,0,,1,1,,1
HID296245,0,1,2,0,0,1,,1,1,1,1
HID296250,0,1,2,1,0,0,,1,1,1,1
HID296268,1,1,2,1,0,0,,1,1,2,1
HID296272,1,1,2,1,1,0,,1,1,2,1
HID296396,0,1,2,0,0,0,,1,1,1,1
HID296401,0,1,2,1,0,0,,1,0,2,
HID296554,0,1,2,0,0,1,,1,1,2,
HID296606,1,1,2,1,0,0,,1,0,1,
HID296619,0,1,2,1,0,0,,1,1,1,
HID296620,1,1,2,1,0,0,,1,0,2,
HID296797,0,1,2,1,0,0,,0,1,1,
HID296801,0,1,2,,0,0,1,1,0,1,
HID296965,0,1,2,1,0,0,,1,1,1,
HID297007,0,1,2,1,1,0,,1,1,1,
HID297016,0,1,2,1,1,0,,1,1,1,
HID297084,0,1,2,0,0,0,,1,0,2,2
HID297196,0,1,2,0,1,0,,1,0,,1
HID297233,1,1,2,1,0,0,,1,0,1,1
HID297262,1,1,2,1,1,0,,1,1,1,
HID297315,0,1,2,0,0,0,,1,1,1,
HID297459,0,1,2,1,0,0,,1,1,1,1
HID297491,0,1,2,1,0,0,,1,1,1,
HID297590,1,1,2,1,0,0,,1,1,1,
HID297616,0,1,2,0,0,0,,1,1,2,1
HID297668,0,1,2,1,0,0,,1,1,1,
HID297764,1,1,2,0,0,0,,1,1,1,
HID297775,0,1,2,0,0,0,,1,1,1,1
HID298011,0,1,2,1,0,0,,1,0,2,
HID298026,0,1,2,1,1,0,,1,0,1,
HID298043,0,1,1,1,1,0,,1,1,1,1
HID298160,0,1,2,1,0,0,,1,0,1,
HID298171,0,1,1,0,1,0,,1,0,1,
HID298191,0,1,2,1,0,0,,1,1,2,1
HID298237,0,1,2,1,0,0,,1,1,1,
HID298335,0,1,2,1,0,0,,1,1,1,
HID298440,0,1,2,0,0,0,,1,0,1,
HID298456,0,1,2,0,0,0,,1,0,1,
HID298502,0,1,2,1,0,0,,1,0,2,
HID298584,0,1,2,1,0,0,,1,1,2,
HID298619,1,1,2,1,0,0,,1,1,1,
HID298732,0,1,2,1,0,0,,1,1,2,
HID298929,1,1,2,0,0,0,,1,1,,1
HID298985,1,1,2,1,1,0,,1,1,1,1
HID299009,0,1,2,1,0,0,,1,1,1,1
HID299047,0,1,2,1,1,0,,0,1,2,
HID299113,0,1,2,0,0,0,,1,1,,1
HID299135,1,1,2,1,0,0,,1,0,1,
HID299278,0,1,2,1,0,0,,1,1,1,
HID299302,1,1,2,0,0,0,,1,0,2,
HID299417,1,1,2,0,0,0,,1,1,1,
HID299485,1,1,2,1,0,0,,1,0,1,
HID299613,0,2,2,1,0,0,,0,0,1,
HID299670,0,1,2,1,0,0,,1,1,1,
HID299706,0,1,2,1,1,0,,1,1,1,
HID299768,1,1,2,1,1,0,,1,1,,1
HID299865,1,1,2,0,0,0,,1,0,1,
HID299884,0,2,2,1,0,0,,1,1,2,
HID300156,0,1,2,1,0,1,,1,1,1,1
HID300399,0,1,2,1,1,0,,1,1,1,
HID300533,1,1,2,1,0,1,,1,1,2,
HID300656,0,1,2,1,1,0,,1,1,1,
HID300669,1,1,2,,0,0,,1,0,2,
HID300722,0,1,2,0,1,0,,1,1,2,
HID300856,0,1,2,1,1,0,,1,1,1,
HID301052,0,1,2,0,0,0,,1,1,2,2
HID301082,0,1,2,1,0,0,,1,1,2,
HID301239,1,1,2,1,1,1,,1,1,1,
HID301382,0,1,2,1,0,0,,1,0,2,
HID301447,0,1,2,1,0,0,,1,1,2,1
HID301525,0,1,2,1,0,1,,1,1,1,1
HID301529,1,1,2,1,0,0,,1,0,1,
HID301561,0,1,2,0,0,0,,1,1,1,
HID301614,0,1,2,1,0,0,,1,0,,1
HID301868,0,1,2,0,0,0,,0,0,2,
HID301989,0,1,2,0,0,0,,1,0,,1
HID302025,0,1,2,,0,0,,1,0,,1
HID302038,1,1,2,,0,0,,1,0,2,
HID302062,1,1,2,1,1,0,,1,1,1,1
HID302101,0,1,2,1,0,0,,1,1,1,1
HID302259,0,1,2,1,0,0,,1,1,1,
HID302482,0,2,2,1,0,1,,1,0,1,
HID302619,1,2,2,,0,0,,1,0,2,
HID302688,0,1,2,0,1,0,,1,1,,1
HID303043,0,1,2,,0,0,,1,0,1,
HID303098,1,1,2,1,0,1,,1,1,,
HID303104,1,1,2,1,0,0,,1,0,1,
HID303162,1,1,2,1,0,0,,1,1,2,1
HID303244,0,1,2,1,0,1,,1,1,1,
HID303309,0,2,2,1,1,0,,1,1,,1
HID303366,0,1,2,1,0,0,,1,0,1,
HID303391,0,1,2,1,0,0,,1,1,1,1
HID303403,0,1,2,1,0,0,,1,1,1,1
HID303505,0,1,2,1,1,0,0,1,1,1,1
HID303629,0,2,2,1,0,0,,1,0,1,
HID303641,0,1,2,0,0,0,,0,0,1,
HID303655,0,1,2,1,0,0,,1,0,,1
HID303678,0,1,2,1,0,0,,1,1,1,1
HID303689,0,1,2,1,0,1,,1,1,1,1
HID303756,0,1,2,,0,0,,0,0,,
HID303762,1,1,2,1,0,0,,1,0,1,1
HID303777,0,1,2,1,0,0,,1,1,2,
HID303804,0,1,2,1,1,0,,1,0,1,
HID303889,0,1,2,1,0,0,,1,1,2,1
HID304185,0,1,2,1,0,0,,1,1,1,
HID304240,0,1,2,0,0,0,,1,1,1,1
HID304351,0,2,2,1,0,0,,1,1,2,1
HID304398,0,1,2,0,0,0,,1,1,1,1
HID304447,0,1,2,1,0,1,,1,1,,1
HID304454,0,1,2,1,0,0,,1,0,1,1
HID304469,0,1,2,1,1,0,,1,0,1,
HID304512,1,1,2,1,0,0,,1,1,2,
HID304530,0,2,2,1,0,1,,1,1,1,
HID304579,0,1,2,1,1,0,,1,1,1,
HID304599,0,1,2,1,0,0,,1,1,1,1
HID304600,1,1,2,0,0,0,,1,1,1,1
HID304664,0,1,2,1,1,1,,1,1,1,1
HID304763,0,1,2,1,1,0,,1,1,2,2
HID304802,0,1,2,1,1,0,,1,1,1,1
HID304920,0,2,1,0,0,1,,1,1,2,2
HID305081,0,1,2,1,1,0,,1,1,1,
HID305191,0,1,2,1,0,1,,1,1,1,1
HID305357,0,1,2,1,1,0,,1,1,1,
HID305472,0,2,2,1,0,0,,1,1,2,
HID305483,1,1,2,1,0,0,,1,1,1,
HID305487,0,1,2,1,0,0,,1,1,1,
HID305587,0,1,2,1,0,1,,1,1,2,
HID305673,0,1,2,1,0,0,,1,1,1,
HID305719,0,1,2,0,0,0,,1,1,1,
HID305745,0,1,2,1,0,0,,1,1,1,
HID305775,0,1,2,0,1,0,,1,1,1,
HID305793,1,1,2,1,0,0,,0,1,,
HID305930,0,1,2,1,0,0,,1,1,1,1
HID305931,0,1,2,1,0,0,,1,1,1,1
HID306039,0,1,2,0,0,1,,1,1,2,
HID306048,0,2,2,1,1,0,,1,1,1,
HID306226,1,1,2,1,1,0,,1,1,1,
HID306236,0,1,2,0,0,0,,1,1,1,1
HID306422,0,1,2,1,0,0,,1,1,1,1
HID306446,0,1,2,1,1,0,,1,1,1,1
HID306484,0,1,2,1,1,0,,1,1,2,
HID306621,0,1,2,1,0,0,,1,1,1,
HID306750,0,1,2,1,0,0,,1,1,1,1
HID306816,1,2,1,0,0,0,,1,1,2,
HID306893,0,1,2,1,0,0,,1,1,2,
HID306941,0,2,2,,0,0,,0,0,1,1
HID307040,0,1,2,1,0,0,,1,1,1,
HID307051,0,1,2,1,1,0,,1,1,,1
HID307132,0,1,2,0,0,0,,1,1,,1
HID307145,0,1,2,1,0,0,,1,1,1,
HID307224,1,2,2,0,0,0,,1,1,1,
HID307307,1,1,2,0,0,0,,1,1,1,1
HID307379,0,2,2,,0,0,,1,0,1,
HID307421,0,1,2,1,0,1,,1,1,1,1
HID307442,0,1,2,0,0,0,,1,1,1,1
HID307470,0,2,2,1,0,1,,1,0,2,
HID307559,0,1,2,0,0,0,,1,1,1,1
HID307562,0,1,2,1,0,0,,1,0,1,
HID307576,0,1,2,1,0,0,,1,0,2,2
HID307758,0,1,2,1,0,0,,1,1,1,1
HID307835,0,1,1,1,1,0,1,1,1,1,
HID308054,0,1,2,1,0,0,,0,1,,1
HID308148,0,1,2,1,1,0,,0,1,1,
HID308169,0,1,2,1,1,0,,1,1,1,1
HID308217,0,1,2,1,0,1,,1,1,1,1
HID308418,0,1,2,1,0,0,,1,1,2,
HID308588,1,1,2,1,0,0,,1,1,1,
HID308646,0,1,2,0,0,0,0,1,1,1,1
HID308733,0,2,2,1,0,0,,1,1,1,3
HID308746,0,2,2,1,0,0,,1,0,1,
HID308764,0,1,2,0,0,0,,1,0,,1
HID308792,0,1,2,1,0,0,,1,0,1,
HID308793,0,1,2,0,0,0,,1,1,1,
HID308813,0,1,2,1,1,0,,1,1,1,
HID308879,0,1,2,1,0,0,,1,1,1,1
HID308920,0,1,2,1,0,0,,1,0,1,
HID309020,0,1,2,1,0,0,,1,1,1,1
HID309046,0,1,2,1,1,0,,1,0,,
HID309095,1,1,2,1,0,0,,1,1,1,
HID309103,1,1,2,1,0,0,,1,1,1,
HID309150,0,1,2,1,0,0,,1,1,1,
HID309211,0,1,2,1,0,0,,1,1,2,
HID309230,0,1,2,1,0,0,,1,1,1,
HID309306,0,1,2,0,0,0,,1,1,2,
HID309474,0,1,2,1,1,0,,1,1,1,1
HID309811,0,1,2,1,0,0,,1,0,1,
HID309887,0,1,2,1,0,0,,1,0,1,
HID309941,0,2,1,0,0,0,,1,0,2,2
HID310044,0,1,2,1,0,0,,1,1,,1
HID310222,0,1,2,1,0,0,,1,0,1,
HID310250,0,1,2,1,0,0,,1,1,2,
HID310425,0,1,2,0,0,0,,1,0,,1
HID310441,0,1,2,1,1,0,,1,1,1,
HID310494,0,1,2,1,1,0,,1,1,1,1
HID310672,0,1,2,1,0,0,,1,1,1,1
HID310949,0,1,2,1,0,0,,0,1,1,
HID310980,0,1,2,1,0,0,,1,1,1,1
HID311015,1,1,2,1,0,0,,1,1,2,
HID311054,0,2,2,1,1,0,,1,1,2,2
HID311112,0,1,2,1,0,0,,1,1,1,1
HID311360,0,1,2,1,1,0,,1,0,1,
HID311409,0,2,2,0,1,0,,1,1,2,2
HID311756,0,1,2,1,0,0,,1,1,1,1
HID311775,0,1,2,1,0,0,,1,1,1,
HID311831,0,2,2,,0,0,,1,0,1,
HID311917,1,1,2,1,0,0,,1,1,1,
HID311999,1,1,2,1,1,0,,1,1,2,
HID312008,1,1,2,1,0,0,,1,1,1,1
HID312125,0,1,2,0,0,1,,1,1,1,1
HID312143,1,1,2,1,0,0,,1,1,1,1
HID312320,0,1,2,0,0,0,,1,1,2,2
HID312637,0,1,2,1,0,1,,1,1,,
HID312742,0,1,2,1,1,0,,1,1,1,
HID312903,0,1,2,1,0,0,,1,1,1,
HID313000,1,1,2,1,0,0,,0,0,1,
HID313044,1,1,2,1,0,0,,1,1,1,
HID313056,0,1,2,1,0,0,,1,1,2,
HID313072,0,1,2,1,0,0,,1,0,2,1
HID313085,0,1,2,0,0,0,,0,0,1,
HID313123,1,1,2,1,0,0,,1,1,,1
HID313268,1,1,2,1,0,0,,1,0,1,
HID313439,0,1,2,,0,0,,1,0,1,
HID313468,0,1,2,0,0,0,,1,1,1,
HID313508,1,1,2,1,1,0,,1,1,1,
HID313522,0,1,2,1,0,0,,1,1,1,1
HID313605,0,2,2,1,0,0,,1,1,1,1
HID313614,1,2,2,1,0,0,,1,1,,
HID313659,1,1,2,1,0,0,,1,1,1,1
HID313762,0,1,2,1,0,0,,1,1,1,
HID313827,1,1,2,1,0,1,,1,0,1,
HID313844,0,1,2,0,0,0,,1,1,1,1
HID314049,0,2,2,1,1,0,,1,1,1,
HID314066,1,2,2,0,0,0,,1,1,2,
HID314142,0,1,2,1,0,0,,1,1,1,
HID314302,0,2,2,0,0,0,,1,1,1,1
HID314436,0,1,2,,0,1,,1,0,1,
HID314453,1,1,2,,0,0,,1,0,,
HID314459,1,1,2,1,0,1,,1,1,2,1
HID314564,0,1,2,0,0,0,,1,0,2,
HID314636,0,1,2,1,0,0,,1,1,2,1
HID314650,0,1,2,1,0,1,,1,1,1,
HID314688,0,1,2,1,0,1,,1,1,1,1
HID314895,0,1,2,0,0,0,,1,0,1,
HID314921,0,1,2,0,0,0,,0,0,1,
HID314925,0,1,2,1,0,0,,1,0,1,1
HID314965,0,2,2,1,0,1,,0,1,1,
HID314980,0,2,2,1,1,0,,1,1,2,
HID315106,0,1,2,1,0,0,,1,1,2,
HID315121,1,1,2,1,0,0,,1,1,1,
HID315166,0,1,2,0,0,0,,1,0,1,
HID315250,0,2,2,0,0,1,,1,0,1,
HID315266,0,2,2,,0,0,,1,0,2,
HID315367,0,2,2,0,0,0,,1,0,1,
HID315530,0,2,2,1,0,1,,1,1,1,
HID315535,0,1,2,1,0,0,,0,0,1,
HID315643,0,1,2,,0,0,,1,0,2,
HID315677,0,1,2,1,0,0,,1,1,1,1
HID315802,0,1,2,1,0,1,,1,1,1,1
HID315846,0,1,2,1,0,0,,1,1,2,
HID316024,0,1,2,1,0,0,,1,1,2,2
HID316227,0,1,2,0,0,0,,1,1,1,
HID316375,0,1,2,1,0,0,,1,1,1,1
HID316445,1,1,2,1,0,0,,1,0,1,
HID316447,0,1,2,1,1,0,,1,0,1,
HID316615,1,1,2,1,0,0,,1,1,1,
HID316640,1,1,2,1,0,0,,1,1,1,1
HID316733,0,1,2,1,1,0,,1,1,1,2
HID316782,0,1,2,,0,0,,1,0,1,
HID316791,1,2,1,0,0,1,,1,1,2,2
HID317054,0,2,2,1,1,0,1,1,1,1,
HID317089,0,1,2,1,1,0,,1,1,2,2
HID317138,0,1,2,1,0,0,,1,0,1,
HID317248,0,2,2,1,0,1,,1,1,,1
HID317253,0,2,2,1,0,0,,1,0,2,
HID317282,1,1,2,1,0,0,,1,1,1,1
HID317357,0,1,2,0,0,0,,1,0,1,
HID317489,1,1,2,1,0,0,,1,1,1,
HID317700,0,2,2,,0,0,,1,0,2,
HID317807,1,1,2,1,0,0,,1,1,,1
HID317839,0,1,2,1,0,0,,1,1,1,
HID317849,1,1,2,0,0,0,,1,1,1,
HID317958,0,1,2,0,0,1,,1,1,1,1
HID318062,1,1,2,1,0,0,,1,1,,1
HID318238,1,1,2,1,1,0,,1,1,,
HID318280,0,1,2,1,0,0,,1,1,,1
HID318420,1,1,2,1,0,0,,1,1,1,
HID318464,1,1,2,1,0,0,,1,1,1,1
HID318489,1,1,2,1,0,0,,1,1,1,1
HID318608,0,1,2,1,1,0,,1,1,1,
HID318652,0,1,2,1,0,0,,1,1,1,
HID318984,0,1,2,1,1,0,,1,1,1,
HID319010,0,2,2,1,0,0,,1,1,2,
HID319102,1,1,2,,0,0,,1,0,,
HID319109,0,1,2,0,0,1,,1,1,1,1
HID319128,0,1,2,1,0,0,,1,1,,1
HID319141,0,1,2,0,0,0,,1,1,1,1
HID319210,0,1,2,1,0,0,,1,1,1,
HID319428,0,1,2,1,1,0,,0,1,1,1
HID319430,0,1,1,1,0,0,,1,0,1,1
HID319442,1,1,2,1,0,0,,1,1,1,
HID319463,0,1,2,1,0,0,,1,1,2,
