hhid,province,feed_Buffalo,form_contract_Buffalo,contract_coverage_Buffalo,main_purpose_Buffalo,livestockage_Buffalo,num_ado_male_Buffalo,num_ado_fem_Buffalo,num_adult_male_Buffalo,num_adult_fem_Buffalo,births_Buffalo,bought_received_Buffalo,deaths_Buffalo,sold_Buffalo,sale_price_Buffalo,stolen_Buffalo,gift_Buffalo,slghtr_Buffalo,num_vax_Buffalo,num_Buffalo,provision_feed_Buffalo,for_sale_live_Buffalo,for_gift_Buffalo,for_meat_Buffalo,for_draught_Buffalo,for_breeding_Buffalo,for_milk_Buffalo,growth_Buffalo,loss_Buffalo,net_growth_Buffalo,num_start_Buffalo,growth_pct_Buffalo,loss_pct_Buffalo,net_growth_pct_Buffalo,peak_num_Buffalo,mortality_rt_Buffalo,sale_rate_Buffalo,vax_pct_Buffalo,vax_Buffalo,price_prov_med_Buffalo,sale_price_obs_Buffalo,sale_price_impt_Buffalo,price_natl_med_Buffalo,sale_revenue_Buffalo,slghtr_unit_value_Buffalo,slghtr_value_Buffalo,prod_value_Buffalo,feed_Cattle,form_contract_Cattle,contract_coverage_Cattle,main_purpose_Cattle,livestockage_Cattle,num_ado_male_Cattle,num_ado_fem_Cattle,num_adult_male_Cattle,num_adult_fem_Cattle,births_Cattle,bought_received_Cattle,deaths_Cattle,sold_Cattle,sale_price_Cattle,stolen_Cattle,gift_Cattle,slghtr_Cattle,num_vax_Cattle,num_Cattle,provision_feed_Cattle,for_sale_live_Cattle,for_gift_Cattle,for_meat_Cattle,for_draught_Cattle,for_breeding_Cattle,for_milk_Cattle,growth_Cattle,loss_Cattle,net_growth_Cattle,num_start_Cattle,growth_pct_Cattle,loss_pct_Cattle,net_growth_pct_Cattle,peak_num_Cattle,mortality_rt_Cattle,sale_rate_Cattle,vax_pct_Cattle,vax_Cattle,price_prov_med_Cattle,sale_price_obs_Cattle,sale_price_impt_Cattle,price_natl_med_Cattle,sale_revenue_Cattle,slghtr_unit_value_Cattle,slghtr_value_Cattle,prod_value_Cattle,feed_Pigs,form_contract_Pigs,contract_coverage_Pigs,main_purpose_Pigs,livestockage_Pigs,num_ado_male_Pigs,num_ado_fem_Pigs,num_adult_male_Pigs,num_adult_fem_Pigs,births_Pigs,bought_received_Pigs,deaths_Pigs,sold_Pigs,sale_price_Pigs,stolen_Pigs,gift_Pigs,slghtr_Pigs,num_vax_Pigs,num_Pigs,provision_feed_Pigs,for_sale_live_Pigs,for_gift_Pigs,for_meat_Pigs,for_draught_Pigs,for_breeding_Pigs,for_milk_Pigs,growth_Pigs,loss_Pigs,net_growth_Pigs,num_start_Pigs,growth_pct_Pigs,loss_pct_Pigs,net_growth_pct_Pigs,peak_num_Pigs,mortality_rt_Pigs,sale_rate_Pigs,vax_pct_Pigs,vax_Pigs,price_prov_med_Pigs,sale_price_obs_Pigs,sale_price_impt_Pigs,price_natl_med_Pigs,sale_revenue_Pigs,slghtr_unit_value_Pigs,slghtr_value_Pigs,prod_value_Pigs,raised_Cattle,raised_Buffalo,raised_Pigs,zone
HID287944,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,5,2,0,1,0,2,1,0,0,1,2250000,0,0,0,3,3,0,1,0,0,0,0,0,1,1,0,3,.33333334,.33333334,0,4,0,.25,.75,1,2000000,2250000,,2000000,2250000,,,2250000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,Tonle Sap
HID287953,20,1,0,,5,2,1,0,0,1,1,0,0,0,,0,0,0,0,2,0,1,0,0,0,0,0,1,0,1,1,1,0,1,2,0,0,0,0,3200000,,3200000,3200000,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,Plain
HID287996,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Tonle Sap
HID288000,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Mountain
HID288027,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Plain
HID288156,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,5,1,5,0,0,1,0,0,2,3,1000000,0,0,0,5,6,1,1,0,0,0,0,0,0,5,-5,11,0,.45454547,-.45454547,11,.18181819,.27272728,.45454547,1,670000,1000000,,600000,3000000,,,3000000,0,0,1,Coastal
HID288184,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Tonle Sap
HID288245,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Plain
HID288258,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Plain
HID288305,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Tonle Sap
HID288598,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Coastal
HID288665,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Mountain
HID288715,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,5,2,0,1,0,1,1,0,0,0,,0,0,0,2,2,0,1,0,0,0,0,0,1,0,1,1,1,0,1,2,0,0,1,1,2000000,,2000000,2000000,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,Tonle Sap
HID288745,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,5,2,0,0,0,1,0,0,0,0,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2850000,,2850000,2000000,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,Plain
HID288771,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Tonle Sap
HID288824,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Tonle Sap
HID288904,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Mountain
HID288924,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,5,2,1,0,0,1,0,0,0,1,3000000,0,0,0,0,2,0,1,0,0,0,0,0,0,1,-1,3,0,.33333334,-.33333334,3,0,.33333334,0,0,3000000,3000000,,2000000,3000000,,,3000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,Plain
HID288930,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Plain
HID289031,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Coastal
HID289052,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,4,2,0,0,0,1,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1800000,,1800000,2000000,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,Tonle Sap
HID289097,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Plain
HID289151,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,4,2,1,0,0,2,0,0,0,0,,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,3,0,0,0,3,0,0,0,0,3000000,,3000000,2000000,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,Plain
HID289156,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,5,2,0,0,0,2,0,0,0,0,,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,3000000,,3000000,2000000,,,,0,2,0,,4,1,0,0,0,1,0,1,0,0,,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,1,1,0,1,2,0,0,.5,1,670000,,670000,600000,,,,0,1,0,1,Coastal
HID289189,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Plain
HID289199,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Plain
HID289297,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Plain
HID289311,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Tonle Sap
HID289390,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,5,2,1,1,0,2,1,0,0,1,4000000,0,0,0,0,4,1,1,0,0,0,0,0,1,1,0,4,.25,.25,0,5,0,.2,0,0,3000000,4000000,,2000000,4000000,,,4000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,Plain
HID289402,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,5,2,0,1,0,1,1,0,0,0,,0,0,0,0,2,0,1,0,0,0,0,0,1,0,1,1,1,0,1,2,0,0,0,0,3000000,,3000000,2000000,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,Mountain
HID289477,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Plain
HID289490,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,5,2,0,0,0,4,0,0,0,0,,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,1775000,,1775000,2000000,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,Plain
HID289605,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Tonle Sap
HID289613,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Tonle Sap
HID289730,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,5,1,0,1,0,0,0,0,0,0,,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,300000,,300000,600000,,,,0,0,0,1,Tonle Sap
HID289809,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Tonle Sap
HID290334,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,5,2,0,0,0,1,0,0,0,0,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2000000,,2000000,2000000,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,Tonle Sap
HID290382,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Plain
HID290407,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,5,2,0,1,0,1,0,0,0,0,,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2000000,,2000000,2000000,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,Tonle Sap
HID290463,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Plain
HID290589,3,1,0,,5,2,3,3,1,7,6,0,0,0,,0,0,0,0,14,0,1,0,0,0,0,0,6,0,6,8,.75,0,.75,14,0,0,0,0,3500000,,3500000,3200000,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,Plain
HID290594,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Mountain
HID290624,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,5,2,0,3,2,7,0,0,0,2,1500000,0,0,0,0,12,0,1,0,0,0,0,0,0,2,-2,14,0,.14285715,-.14285715,14,0,.14285715,0,0,1800000,1500000,,2000000,3000000,,,3000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,Tonle Sap
HID290734,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Plain
HID290789,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Coastal
HID290851,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,5,2,1,0,0,1,1,0,0,0,,0,0,0,2,2,0,1,0,0,0,0,0,1,0,1,1,1,0,1,2,0,0,1,1,1775000,,1775000,2000000,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,Plain
HID290930,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,4,2,0,1,0,0,0,0,0,0,,0,1,0,0,1,0,0,1,0,0,1,0,0,1,-1,2,0,.5,-.5,2,0,0,0,0,2850000,,2850000,2000000,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,Plain
HID290972,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,5,2,0,0,6,0,0,10,0,10,3000000,0,0,0,0,6,0,1,0,0,0,0,0,10,10,0,6,1.6666666,1.6666666,0,16,0,.625,0,0,3000000,,3000000,2000000,30000000,,,30000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,Plain
HID290986,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,5,2,1,0,0,1,1,0,0,0,,0,0,0,0,2,0,1,0,0,0,0,0,1,0,1,1,1,0,1,2,0,0,0,0,2340000,,2340000,2000000,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,Tonle Sap
HID291032,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,5,1,4,3,0,1,0,0,0,11,700000,0,0,0,0,8,1,1,0,0,0,0,0,0,11,-11,19,0,.57894737,-.57894737,19,0,.57894737,0,0,700000,700000,,600000,7700000,,,7700000,0,0,1,Tonle Sap
HID291047,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,4,2,0,0,1,2,0,0,0,0,,0,1,0,0,3,0,0,1,0,0,1,0,0,1,-1,4,0,.25,-.25,4,0,0,0,0,2000000,,2000000,2000000,,,,0,1,0,,5,1,0,1,0,1,0,0,0,1,300000,0,0,0,0,2,0,1,0,0,0,0,0,0,1,-1,3,0,.33333334,-.33333334,3,0,.33333334,0,0,300000,,300000,600000,300000,,,300000,1,0,1,Tonle Sap
HID291209,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Tonle Sap
HID291323,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Mountain
HID291338,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Plain
HID291367,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Tonle Sap
HID291379,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Plain
HID291465,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,5,2,0,0,0,4,0,0,0,4,2500000,0,0,0,0,4,0,1,0,0,0,0,0,0,4,-4,8,0,.5,-.5,8,0,.5,0,0,2750000,2500000,,2000000,10000000,,,10000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,Plain
HID291519,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,5,2,1,0,0,2,0,0,0,0,,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3000000,,3000000,2000000,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,Plain
HID291629,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Plain
HID291719,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,5,2,2,2,0,3,0,0,0,0,,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,1450000,,1450000,2000000,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,Mountain
HID291728,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Plain
HID291734,25,1,0,,5,2,1,0,0,1,0,0,0,1,3000000,0,0,0,0,2,0,1,0,0,0,0,0,0,1,-1,3,0,.33333334,-.33333334,3,0,.33333334,0,0,3000000,3000000,,3200000,3000000,,,3000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,Plain
HID292174,9,1,0,,4,2,0,0,1,4,0,0,0,0,,0,0,0,5,5,0,0,0,0,0,1,0,0,0,0,5,0,0,0,5,0,0,1,1,3000000,,3000000,3200000,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,Coastal
HID292192,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Plain
HID292219,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Mountain
HID292408,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,5,2,0,0,0,3,0,0,0,0,,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,2600000,,2600000,2000000,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,Tonle Sap
HID292483,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,5,2,2,2,0,1,0,0,0,0,,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,2600000,,2600000,2000000,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,Tonle Sap
HID292523,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Plain
HID292593,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Tonle Sap
