hhid,feed_Chickens,main_purpose_Chickens,form_contract_Chickens,contract_coverage_Chickens,num_Chickens,own_all_Chickens,own_off_holding_Chickens,births_Chickens,bought_Chickens,purchase_price_Chickens,received_Chickens,deaths_Chickens,sold_Chickens,sale_ppkg_Chickens,stolen_Chickens,gift_Chickens,slghtr_Chickens,meat_sold_Chickens,meat_stock_Chickens,meat_stock_purpose_Chickens,breeding_Chickens,breeding_cost_Chickens,vax_Chickens,num_vax_Chickens,trt_int_parasite_Chickens,trt_ext_parasite_Chickens,trt_vax_spending_Chickens,cur_trt_Chickens,cur_trt_spending_Chickens,months_eggs_collected_Chickens,days_month_eggs_collect_Chickens,daily_avg_egg_prod_Chickens,egg_price_Chickens,purchase_spending_Chickens,provision_feed_Chickens,for_sale_live_Chickens,for_eggs_Chickens,for_gift_Chickens,for_meat_Chickens,for_hh_consum_Chickens,for_savings_Chickens,for_breeding_Chickens,growth_Chickens,loss_Chickens,net_growth_Chickens,num_2020_Chickens,growth_pct_Chickens,loss_pct_Chickens,net_growth_pct_Chickens,mortality_rt_Chickens,vax_pct_Chickens,eggs_total_prod_Chickens,eggs_prod_annualized_Chickens,eggs_lost_pct_Chickens,eggs_kept_pct_Chickens,eggs_kept_Chickens,eggs_lost_Chickens,eggs_own_consump_pct_Chickens,eggs_own_consump_Chickens,eggs_sold_pct_Chickens,eggs_sold_Chickens,egg_price_prov_med_Chickens,egg_price_obs_Chickens,egg_price_impt_Chickens,egg_price_natl_med_Chickens,eggs_value_lost_Chickens,eggs_value_cultiv_Chickens,eggs_value_consump_Chickens,eggs_revenue_Chickens,ppkg_prov_med_Chickens,sale_ppkg_obs_Chickens,sale_ppkg_impt_Chickens,ppkg_natl_med_Chickens,sale_price_Chickens,sale_revenue_Chickens,slghtr_ppkg_Chickens,slghtr_value_Chickens,prod_value_Chickens,area_Chickens,productivity_Chickens,yield_Chickens,feed_Ducks,main_purpose_Ducks,form_contract_Ducks,contract_coverage_Ducks,num_Ducks,own_all_Ducks,own_off_holding_Ducks,births_Ducks,bought_Ducks,purchase_price_Ducks,received_Ducks,deaths_Ducks,sold_Ducks,sale_ppkg_Ducks,stolen_Ducks,gift_Ducks,slghtr_Ducks,meat_sold_Ducks,meat_stock_Ducks,meat_stock_purpose_Ducks,breeding_Ducks,breeding_cost_Ducks,vax_Ducks,num_vax_Ducks,trt_int_parasite_Ducks,trt_ext_parasite_Ducks,trt_vax_spending_Ducks,cur_trt_Ducks,cur_trt_spending_Ducks,months_eggs_collected_Ducks,days_month_eggs_collect_Ducks,daily_avg_egg_prod_Ducks,egg_price_Ducks,purchase_spending_Ducks,provision_feed_Ducks,for_sale_live_Ducks,for_eggs_Ducks,for_gift_Ducks,for_meat_Ducks,for_hh_consum_Ducks,for_savings_Ducks,for_breeding_Ducks,growth_Ducks,loss_Ducks,net_growth_Ducks,num_2020_Ducks,growth_pct_Ducks,loss_pct_Ducks,net_growth_pct_Ducks,mortality_rt_Ducks,vax_pct_Ducks,eggs_total_prod_Ducks,eggs_prod_annualized_Ducks,eggs_lost_pct_Ducks,eggs_kept_pct_Ducks,eggs_kept_Ducks,eggs_lost_Ducks,eggs_own_consump_pct_Ducks,eggs_own_consump_Ducks,eggs_sold_pct_Ducks,eggs_sold_Ducks,egg_price_prov_med_Ducks,egg_price_obs_Ducks,egg_price_impt_Ducks,egg_price_natl_med_Ducks,eggs_value_lost_Ducks,eggs_value_cultiv_Ducks,eggs_value_consump_Ducks,eggs_revenue_Ducks,ppkg_prov_med_Ducks,sale_ppkg_obs_Ducks,sale_ppkg_impt_Ducks,ppkg_natl_med_Ducks,sale_price_Ducks,sale_revenue_Ducks,slghtr_ppkg_Ducks,slghtr_value_Ducks,prod_value_Ducks,area_Ducks,productivity_Ducks,yield_Ducks,weight,province,fhh,covid_shock,ag_comm,livestock_area,rice,area_rice_harvested,area_rice_planted,qty_rice_harvested,qty_rice_own_use,qty_rice_sale,qty_rice_gift,qty_rice_pay,qty_rice_feed,qty_rice_seed,qty_rice_lost,qty_rice_processed,irrigation,drought,flood,extension_training
HID140971,1,3,0,,20,1,0,15,0,,0,30,15,15000,0,0,12,0,0,,1,0,0,0,0,0,,0,,,,,,,0,1,0,0,1,1,0,0,15,57,-42,62,.24193548,.91935486,-.67741936,.38961038,0,,,,,,,,,,,,,,800,,,,,15000,15000,,16000,34500,517500,15000,270000,787500,,294666656,23365.387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.294392535587,15,1,2,2,,1,0,0,10750,2000,8090,0,0,180,450,30,0,0,0,0,
HID141061,1,1,0,,20,1,0,30,0,,0,5,15,17000,0,0,5,0,0,,0,,0,0,0,0,,0,,,,,,,0,1,0,0,1,0,0,0,30,25,5,15,2,1.6666666,.33333334,.11111111,0,,,,,,,,,,,1000,,,800,,,,,18000,17000,,16000,39100,586500,17000,127500,714000,.00063333334,1127368448,31578.947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.113462163755,7,0,1,2,.003800000064075,0,0,,0,,,,,,,,,0,0,0,
HID141140,2,3,0,,30,1,0,15,0,,0,10,0,18000,0,0,5,0,0,,0,,0,0,0,0,,0,,,,,,,1,0,0,0,1,1,0,0,15,15,0,30,.5,.5,0,.22222222,0,,,,,,,,,,,,,,800,,,,,18000,,18000,16000,41400,0,18000,135000,135000,,294666656,23365.387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.5417196954409,16,1,1,2,,1,1.5,1.5,2500,0,2500,0,0,0,0,0,0,1,0,0,
HID141187,1,3,0,,20,1,0,15,0,,0,0,0,15000,0,0,5,0,0,,0,,0,0,0,0,,0,,,,,,,0,0,0,0,1,1,0,0,15,5,10,10,1.5,.5,1,0,0,,,,,,,,,,,,,,800,,,,,15000,,15000,16000,34500,0,15000,75000,75000,,294666656,23365.387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.363852558755,17,1,1,2,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
HID141272,2,7,0,,3,1,1,0,0,,0,0,0,17000,0,0,0,0,0,,0,,0,0,0,0,,0,,,,,,,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,,,800,,,,,17000,,17000,16000,39100,0,17000,0,0,,294666656,23365.387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.847487393074,10,1,1,2,,1,0,0,50,0,50,0,0,0,0,0,0,1,1,0,
HID141277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.138590245494,3,1,2,2,.0012000000569969,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
HID141619,2,1,0,,30,1,0,50,0,,0,10,30,15000,10,0,50,0,0,,0,,0,0,1,0,0,0,,,,,,,1,1,0,0,1,0,0,0,50,100,-50,80,.625,1.25,-.625,.07692308,0,,,,,,,,,,,,,,800,,,,,15000,15000,,16000,34500,1035000,15000,1050000,2085000,.040416669,51587624,742.26801,2,3,0,,6,1,0,30,0,,0,15,10,12000,0,0,10,0,0,,0,,0,0,1,0,0,0,,,,,,,1,1,0,0,1,1,0,0,30,35,-5,11,2.7272727,3.1818182,-.45454547,.36585367,0,,,,,,,,,,,250,,,500,,,,,10000,12000,,12000,18000,180000,12000,300000,480000,.0080833333,59381444,742.26807,101.791396792995,2,0,1,2,.0485000014305115,0,0,,0,,,,,,,,,1,0,0,
HID141668,2,3,0,,35,1,0,30,3,20000,15,5,4,16000,0,0,18,0,0,,1,0,0,0,0,0,,0,,,,,,60000,1,1,0,0,1,1,0,0,48,27,21,14,3.4285715,1.9285715,1.5,.080645159,0,,,,,,,,,,,,,,800,,,,,14000,16000,,16000,36800,147200,16000,432000,579200,.0012000001,482666656,29166.666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.924548123329,1,1,1,2,.0012000000569969,0,0,,0,,,,,,,,,,0,0,
HID141670,2,3,0,,20,1,0,20,0,,0,0,0,18000,0,5,15,0,1,1,1,0,0,0,0,0,,0,,,,,,,1,0,0,1,1,1,0,0,20,20,0,20,1,1,0,0,0,,,,,,,,,,,1000,,,800,,,,,18000,,18000,16000,41400,0,18000,405000,405000,.0054545454,74250000,3666.6667,2,3,0,,40,1,0,20,0,,5,0,20,10000,0,5,30,1,1,1,1,0,0,0,0,0,,0,,,,,,,1,1,0,1,1,1,0,0,25,55,-30,70,.35714287,.78571427,-.42857143,0,0,,,,,,,,,,,500,,,500,,,,,10000,10000,,12000,15000,300000,10000,900000,1200000,.010909091,110000000,3666.6667,132.237687765352,7,0,1,2,.0299999993294477,0,0,,0,,,,,,,,,1,0,0,
HID141777,1,1,0,,60,1,0,20,0,,0,0,15,18000,0,0,10,0,0,,1,0,0,0,0,0,,0,,,,,,,0,1,0,0,1,0,0,0,20,25,-5,65,.30769232,.38461539,-.07692308,0,0,,,,,,,,,,,,,,800,,,,,17000,18000,,16000,41400,621000,18000,216000,837000,.0074074073,112995000,8100,1,3,0,,14,1,0,0,0,,0,0,0,13000,0,0,0,0,0,,1,0,0,0,0,0,,0,,,,,,,0,0,0,0,0,1,0,0,0,0,0,14,0,0,0,0,0,,,,,,,,,,,450,,,500,,,,,13000,,13000,12000,19500,0,13000,0,0,.001728395,0,8100.0005,196.360347613744,14,1,1,2,.0399999991059303,0,0,,0,,,,,,,,,,0,0,
HID141885,1,3,0,,50,1,0,20,0,,0,20,5,16000,0,0,10,0,0,,1,0,0,0,0,0,,0,,,,,,,0,1,0,0,1,1,0,0,20,35,-15,65,.30769232,.53846157,-.23076923,.23529412,0,,,,,,,,,,,800,,,800,,,,,15000,16000,,16000,36800,184000,16000,256000,440000,.00018181819,2419999744,275000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.205606656014,4,0,1,1,.0020000000949949,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
HID141937,2,1,0,,50,1,0,60,0,,0,20,120,16000,0,5,10,0,1,1,1,0,1,100,1,0,50000,0,,,,,,,1,1,0,1,1,0,0,0,60,155,-95,145,.41379312,1.0689656,-.65517241,.097560972,.48780489,,,,,,,,,,,1000,,,800,,,,,18000,16000,,16000,36800,4416000,16000,256000,4672000,.0041666664,1121280128,12000.001,1,3,0,,10,1,0,20,0,,0,5,10,10000,0,0,0,0,0,,1,0,0,0,0,0,,0,,,,,,,0,1,0,0,0,1,0,0,20,15,5,5,4,3,1,.2,0,,,,,,,,,,,500,,,500,,,,,10000,10000,,12000,15000,150000,10000,0,150000,.0008333333,180000016,12000.001,144.331116012275,7,0,1,2,.0049999998882413,1,0,0,240,45,195,0,0,0,0,0,0,1,1,0,
HID141943,1,1,0,,10,1,0,0,0,,0,10,0,15000,0,0,0,0,0,,0,,0,0,0,0,,0,,,,,,,0,1,0,0,0,0,0,0,0,10,-10,20,0,.5,-.5,.5,0,,,,,,,,,,,,,,800,,,,,15000,,15000,16000,34500,0,15000,0,0,,294666656,23365.387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.266112174142,2,0,1,2,,1,0,0,3960,510,3050,0,0,0,400,0,0,1,0,0,
HID141953,1,1,0,,30,1,0,50,5,15000,0,0,30,13000,0,5,3,0,0,,1,0,0,0,0,0,,0,,,,,,75000,0,1,0,1,1,0,0,0,55,38,17,13,4.2307692,2.9230769,1.3076923,0,0,,,,,,,,,,,,,,800,,,,,14000,13000,,16000,29900,897000,13000,39000,936000,.001,935999936,29999.998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.367068832209,1,1,1,2,.0010000000474975,0,0,,0,,,,,,,,,,0,0,
HID142005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.631146827114,5,1,1,2,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
HID142041,1,1,0,,40,1,0,30,5,18000,0,25,23,13000,0,0,15,0,0,,0,,1,30,0,0,15000,0,,,,,,90000,0,1,0,0,1,0,0,0,35,63,-28,68,.5147059,.92647058,-.41176471,.24271844,.29126215,,,,,,,,,,,,,,800,,,,,15000,13000,,16000,29900,687700,13000,292500,980200,,294666656,23365.387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.461403507515,6,1,1,2,,0,0,,0,,,,,,,,,1,0,0,
HID142058,1,3,0,,30,1,0,50,0,,0,0,10,13000,0,0,40,0,0,,1,0,0,0,0,0,,1,20000,,,,,,0,1,0,0,1,1,0,0,50,50,0,30,1.6666666,1.6666666,0,0,0,,,,,,,,,,,,,,800,,,,,15000,13000,,16000,29900,299000,13000,520000,819000,,294666656,23365.387,1,3,0,,20,1,0,30,0,,0,0,0,10000,0,0,15,0,0,,1,0,0,0,0,0,,0,,,,,,,0,0,0,0,1,1,0,0,30,15,15,5,6,3,3,0,0,,,,,,,,,,,,,,500,,,,,10000,,10000,12000,15000,0,10000,225000,225000,,319000000,25199.998,126.30116926344,17,0,1,2,,1,0,0,6000,2000,4000,0,0,0,0,0,0,1,0,1,
HID142123,2,3,0,,15,1,0,60,0,,0,30,0,15000,11,3,30,0,0,,1,0,0,0,0,0,,0,,,,,,,1,0,0,1,1,1,0,0,60,74,-14,29,2.0689654,2.5517242,-.48275861,.33707866,0,,,,,,,,,,,,,,800,,,,,15000,,15000,16000,34500,0,15000,585000,585000,.00079999998,731250048,18750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.195679904604,15,0,1,2,.0007999999797903,0,0,,0,,,,,,,,,0,0,0,
HID142243,2,3,0,,20,1,0,30,0,,0,10,0,16000,0,0,10,0,0,,0,,0,0,0,0,,0,,,,,,,1,0,0,0,1,1,0,0,30,20,10,10,3,2,1,.25,0,,,,,,,,,,,,,,800,,,,,16000,,16000,16000,36800,0,16000,208000,208000,,294666656,23365.387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.68434072207241,13,0,1,2,,1,0,0,21000,500,20500,0,0,0,0,0,0,1,1,0,
HID142446,1,3,0,,10,1,1,0,0,,0,0,0,18000,0,0,0,0,0,,0,,0,0,0,0,,0,,,,,,,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,,,,,,,,,,,1000,,,800,,,,,18000,,18000,16000,41400,0,18000,0,0,,294666656,23365.387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.139147537022,7,0,1,2,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
HID142502,1,3,0,,10,1,0,5,0,,0,0,0,20000,0,0,4,0,0,,0,,0,0,0,0,,0,,,,,,,0,0,0,0,1,1,0,0,5,4,1,9,.55555558,.44444445,.11111111,0,0,,,,,,,,,,,800,,,800,,,,,20000,,20000,16000,46000,0,20000,120000,120000,,294666656,23365.387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.470710381167,12,1,1,2,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
HID142607,1,3,0,,10,1,0,5,0,,0,0,0,18000,0,0,5,0,0,,0,,0,0,0,0,,0,,,,,,,0,0,0,0,1,1,0,0,5,5,0,10,.5,.5,0,0,0,,,,,,,,,,,1000,,,800,,,,,18000,,18000,16000,41400,0,18000,135000,135000,.0016666666,81000000,6000.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.7094361425731,7,0,2,2,.0099999997764826,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,
HID142612,1,3,0,,30,1,0,20,0,,0,5,0,16000,0,0,10,0,0,,1,0,0,0,0,0,,0,,,,,,,0,0,0,0,1,1,0,0,20,15,5,25,.80000001,.60000002,.2,.11111111,0,,,,,,,,,,,,,,800,,,,,16000,,16000,16000,36800,0,16000,240000,240000,.00090000004,266666656,33333.332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.187270382144,20,0,1,2,.0024000001139939,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
HID142764,2,3,0,,7,1,0,27,0,,0,17,0,20000,0,0,12,0,0,,1,0,0,0,0,0,,0,,,,,,,1,0,0,0,1,1,0,0,27,29,-2,9,3,3.2222223,-.22222222,.47222221,0,,,,,,,,,,,,,,800,,,,,20000,,20000,16000,46000,0,20000,360000,360000,.003,120000000,2333.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.3399031512527,18,0,1,2,.003000000026077,0,0,,0,,,,,,,,,,0,0,
HID142821,2,3,0,,35,1,0,15,0,,0,15,5,16000,0,0,5,0,0,,1,0,0,0,0,0,,0,,,,,,,1,1,0,0,1,1,0,0,15,25,-10,45,.33333334,.55555558,-.22222222,.25,0,,,,,,,,,,,,,,800,,,,,17000,16000,,16000,36800,184000,16000,104000,288000,,294666656,23365.387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.8954645274568,10,0,1,2,,0,0,,0,,,,,,,,,1,0,0,
HID142832,1,3,0,,6,1,0,0,0,,0,0,1,20000,0,0,2,0,0,,0,,0,0,0,0,,0,,,,,,,0,1,0,0,1,1,0,0,0,3,-3,9,0,.33333334,-.33333334,0,0,,,,,,,,,,,1000,,,800,,,,,18000,20000,,16000,46000,46000,20000,80000,126000,.0006617647,190400000,9066.667,1,3,0,,30,1,0,0,0,,0,5,0,15000,0,0,12,0,0,,0,,0,0,0,0,,0,,,,,,,0,0,0,0,1,1,0,0,0,17,-17,47,0,.36170211,-.36170211,.10638298,0,,,,,,,,,,,,,,500,,,,,15000,,15000,12000,22500,0,15000,360000,360000,.0033088233,108800008,9066.667,92.701843917914,8,0,1,2,.0149999996647239,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
HID142909,1,3,0,,50,1,0,80,0,,0,10,0,20000,0,0,20,0,1,1,1,0,0,0,0,0,,0,,,,,,,0,0,0,0,1,1,0,0,80,30,50,1,80,30,50,.12345679,0,,,,,,,,,,,,,,800,,,,,20000,,20000,16000,46000,0,20000,600000,600000,.0020000001,300000000,24999.998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.573154097026,9,0,2,2,.0020000000949949,0,0,,0,,,,,,,,,1,0,0,
HID142935,1,3,0,,20,1,0,15,0,,0,0,0,18000,0,3,8,0,0,,0,,0,0,0,0,,0,,,,,,,0,0,0,1,1,1,0,0,15,11,4,16,.9375,.6875,.25,0,0,,,,,,,,,,,1000,,,800,,,,,18000,,18000,16000,41400,0,18000,216000,216000,.00040909089,528000032,48888.891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.813108740484,7,0,1,2,.0044999998062849,1,0,0,4050,1000,3050,0,0,0,0,0,0,1,0,0,
HID142942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0224090451613,9,1,2,2,,1,0,0,200,150,0,0,0,5,45,0,0,1,0,1,
HID143111,1,3,0,,15,1,0,0,0,,0,5,0,17500,0,0,5,0,1,1,1,0,0,0,0,0,,0,,,,,,,0,0,0,0,1,1,0,0,0,10,-10,25,0,.40000001,-.40000001,.2,0,,,,,,,,,,,,,,800,,,,,17500,,17500,16000,40250,0,17500,105000,105000,.000094076655,1116111104,159444.44,1,1,0,,20,1,0,0,20,5000,0,10,10,10000,0,0,0,0,0,,0,,0,0,0,0,,0,,,,,,100000,0,1,0,0,0,0,0,0,20,20,0,20,1,1,0,.25,0,,,,,,,,,,,,,,500,,,,,10000,10000,,12000,15000,150000,10000,0,150000,.00012543554,1195833344,159444.44,167.390773967609,25,1,1,2,.0089999996125698,1,.5600000000000001,.5600000000000001,2600,0,2600,0,0,0,0,0,0,1,0,0,
HID143204,2,1,0,,50,1,0,250,0,,0,10,60,15000,0,0,0,0,0,,1,0,0,0,0,0,,1,20000,,,,,,1,1,0,0,0,0,0,0,250,70,180,1,250,70,180,.039840639,0,,,,,,,,,,,,,,800,,,,,15000,15000,,16000,34500,2070000,15000,0,2070000,.00062500004,3311999744,79999.992,2,1,0,,30,1,0,50,0,,0,0,25,15000,0,0,0,0,0,,1,0,0,0,0,0,,1,20000,,,,,,1,1,0,0,0,0,0,0,50,25,25,5,10,5,5,0,0,,,,,,,,,,,,,,500,,,,,10000,15000,,12000,22500,562500,15000,0,562500,.000375,1500000000,80000,146.178318843717,17,1,1,2,.0010000000474975,0,0,,0,,,,,,,,,1,0,0,
HID143407,2,2,0,,20,1,0,10,0,,0,5,0,15000,0,0,4,0,0,,1,0,0,0,0,0,,0,,,,,,,1,0,0,0,1,0,0,0,10,9,1,19,.52631581,.47368422,.052631579,.1724138,0,,,,,,,,,,,,,,800,,,,,15000,,15000,16000,34500,0,15000,60000,60000,.00018181819,329999968,109999.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.890150344011,17,0,1,2,.0020000000949949,1,0,0,2530,1020,1500,10,0,0,0,0,0,1,1,0,
HID143441,1,3,0,,25,1,0,30,0,,0,15,3,19000,0,2,6,0,0,,1,0,0,0,0,0,,0,,,,,,,0,1,0,1,1,1,0,0,30,26,4,21,1.4285715,1.2380953,.19047619,.29411766,0,,,,,,,,,,,,,,800,,,,,18000,19000,,16000,43700,131100,19000,148200,279300,,294666656,23365.387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.231178265938,5,0,1,2,,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,
HID143454,2,2,0,,30,1,0,50,0,,0,40,8,14000,0,0,5,0,0,,1,0,0,0,0,0,,0,,,,,,,1,1,0,0,1,0,0,0,50,53,-3,33,1.5151515,1.6060606,-.090909094,.48192772,0,,,,,,,,,,,,,,800,,,,,14000,14000,,16000,32200,257600,14000,91000,348600,,294666656,23365.387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.103864246204,22,0,2,2,,1,0,0,12000,0,12000,0,0,0,0,0,0,1,0,0,
HID143530,2,3,0,,60,1,0,16,0,,0,20,15,15000,0,10,20,0,1,1,0,,0,0,0,0,,0,,,,,,,1,1,0,1,1,1,0,0,16,65,-49,109,.14678898,.59633029,-.44954127,.16,0,,,,,,,,,,,,,,800,,,,,18000,15000,,16000,34500,517500,15000,420000,937500,.00018181819,5156249600,329999.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.325670187715,16,0,1,2,.0020000000949949,1,0,4,17000,0,17000,0,0,0,0,0,0,1,0,1,
HID143727,1,3,0,,5,1,0,5,0,,0,3,0,16000,0,0,0,0,0,,1,0,0,0,0,0,,0,,,,,,,0,0,0,0,0,1,0,0,5,3,2,3,1.6666666,1,.66666669,.375,0,,,,,,,,,,,,,,800,,,,,16000,,16000,16000,36800,0,16000,0,0,,294666656,23365.387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.595464028309,3,0,1,2,,0,0,,0,,,,,,,,,1,1,0,
HID143806,1,3,1,,35,1,0,12,0,,0,10,0,15000,0,0,3,0,0,,1,0,0,0,0,0,,0,,,,,,,0,0,0,0,1,1,0,0,12,13,-1,36,.33333334,.3611111,-.027777778,.20833333,0,,,,,,,,,,,,,,800,,,,,15000,,15000,16000,34500,0,15000,58500,58500,.0014893616,39278572,23500.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.958057908949,15,0,1,2,.0099999997764826,1,0,0,6500,2000,4500,0,0,0,0,0,0,1,0,0,
HID143903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.939574379697,21,0,1,2,.0099999997764826,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
HID143967,1,3,0,,10,1,0,10,0,,0,4,0,15000,0,0,0,0,0,,1,0,0,0,0,0,,0,,12,31,5,800,,0,0,1,0,0,1,0,0,10,4,6,4,2.5,1,1.5,.2857143,0,1860,1826.25,,,,,1,1860,,,800,,800,800,,1488000,1488000,,15000,,15000,16000,34500,0,15000,0,1488000,,294666656,23365.387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.724029472214,4,1,1,2,,0,0,,0,,,,,,,,,,0,0,
