hhid,feed_Chickens,form_contract_Chickens,contract_coverage_Chickens,num_Chickens,births_Chickens,bought_received_Chickens,deaths_Chickens,sold_Chickens,sale_ppkg_Chickens,stolen_Chickens,gift_Chickens,slghtr_Chickens,num_vax_Chickens,months_eggs_collected_Chickens,days_month_eggs_collect_Chickens,daily_avg_egg_prod_Chickens,egg_price_Chickens,provision_feed_Chickens,for_sale_live_Chickens,for_gift_Chickens,for_meat_Chickens,for_eggs_total_Chickens,for_eggs_sale_Chickens,for_eggs_consump_Chickens,for_eggs_gift_Chickens,for_eggs_other_Chickens,growth_Chickens,loss_Chickens,net_growth_Chickens,num_start_Chickens,growth_pct_Chickens,loss_pct_Chickens,net_growth_pct_Chickens,peak_num_Chickens,mortality_rt_Chickens,vax_pct_Chickens,vax_Chickens,eggs_total_prod_Chickens,eggs_prod_annualized_Chickens,eggs_lost_pct_Chickens,eggs_kept_pct_Chickens,eggs_kept_Chickens,eggs_lost_Chickens,eggs_own_consump_pct_Chickens,eggs_own_consump_Chickens,eggs_sold_pct_Chickens,eggs_sold_Chickens,egg_price_prov_med_Chickens,egg_price_obs_Chickens,egg_price_impt_Chickens,egg_price_natl_med_Chickens,eggs_value_lost_Chickens,eggs_value_cultiv_Chickens,eggs_value_consump_Chickens,eggs_revenue_Chickens,ppkg_prov_med_Chickens,sale_ppkg_obs_Chickens,sale_ppkg_impt_Chickens,ppkg_natl_med_Chickens,sale_price_Chickens,sale_revenue_Chickens,slghtr_unit_value_Chickens,slghtr_value_Chickens,prod_value_Chickens,feed_Ducks,form_contract_Ducks,contract_coverage_Ducks,num_Ducks,births_Ducks,bought_received_Ducks,deaths_Ducks,sold_Ducks,sale_ppkg_Ducks,stolen_Ducks,gift_Ducks,slghtr_Ducks,num_vax_Ducks,months_eggs_collected_Ducks,days_month_eggs_collect_Ducks,daily_avg_egg_prod_Ducks,egg_price_Ducks,provision_feed_Ducks,for_sale_live_Ducks,for_gift_Ducks,for_meat_Ducks,for_eggs_total_Ducks,for_eggs_sale_Ducks,for_eggs_consump_Ducks,for_eggs_gift_Ducks,for_eggs_other_Ducks,growth_Ducks,loss_Ducks,net_growth_Ducks,num_start_Ducks,growth_pct_Ducks,loss_pct_Ducks,net_growth_pct_Ducks,peak_num_Ducks,mortality_rt_Ducks,vax_pct_Ducks,vax_Ducks,eggs_total_prod_Ducks,eggs_prod_annualized_Ducks,eggs_lost_pct_Ducks,eggs_kept_pct_Ducks,eggs_kept_Ducks,eggs_lost_Ducks,eggs_own_consump_pct_Ducks,eggs_own_consump_Ducks,eggs_sold_pct_Ducks,eggs_sold_Ducks,egg_price_prov_med_Ducks,egg_price_obs_Ducks,egg_price_impt_Ducks,egg_price_natl_med_Ducks,eggs_value_lost_Ducks,eggs_value_cultiv_Ducks,eggs_value_consump_Ducks,eggs_revenue_Ducks,ppkg_prov_med_Ducks,sale_ppkg_obs_Ducks,sale_ppkg_impt_Ducks,ppkg_natl_med_Ducks,sale_price_Ducks,sale_revenue_Ducks,slghtr_unit_value_Ducks,slghtr_value_Ducks,prod_value_Ducks,feed_Geese,form_contract_Geese,contract_coverage_Geese,num_Geese,births_Geese,bought_received_Geese,deaths_Geese,sold_Geese,sale_ppkg_Geese,stolen_Geese,gift_Geese,slghtr_Geese,num_vax_Geese,months_eggs_collected_Geese,days_month_eggs_collect_Geese,daily_avg_egg_prod_Geese,egg_price_Geese,provision_feed_Geese,for_sale_live_Geese,for_gift_Geese,for_meat_Geese,for_eggs_total_Geese,for_eggs_sale_Geese,for_eggs_consump_Geese,for_eggs_gift_Geese,for_eggs_other_Geese,growth_Geese,loss_Geese,net_growth_Geese,num_start_Geese,growth_pct_Geese,loss_pct_Geese,net_growth_pct_Geese,peak_num_Geese,mortality_rt_Geese,vax_pct_Geese,vax_Geese,eggs_total_prod_Geese,eggs_prod_annualized_Geese,eggs_lost_pct_Geese,eggs_kept_pct_Geese,eggs_kept_Geese,eggs_lost_Geese,eggs_own_consump_pct_Geese,eggs_own_consump_Geese,eggs_sold_pct_Geese,eggs_sold_Geese,egg_price_prov_med_Geese,egg_price_obs_Geese,egg_price_impt_Geese,egg_price_natl_med_Geese,eggs_value_lost_Geese,eggs_value_cultiv_Geese,eggs_value_consump_Geese,eggs_revenue_Geese,ppkg_prov_med_Geese,sale_ppkg_obs_Geese,sale_ppkg_impt_Geese,ppkg_natl_med_Geese,sale_price_Geese,sale_revenue_Geese,slghtr_unit_value_Geese,slghtr_value_Geese,prod_value_Geese,province
HID389079,1,0,,100,40,0,10,0,15000,15,0,25,0,,,,,0,0,0,1,0,0,0,0,0,40,50,-10,110,.36363637,.45454547,-.090909094,150,.06666667,0,0,,,,,,,,,,,,,,800,,,,,15000,,15000,16000,21150,,21150,528750,528750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
HID389174,2,0,,20,10,0,8,0,17000,1,0,0,0,,,,,1,0,0,0,0,0,0,0,0,10,9,1,19,.52631581,.47368422,.052631579,29,.27586207,0,0,,,,,,,,,,,,,,800,,,,,17000,,17000,16000,23970,,23970,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
HID389298,1,0,,14,45,0,30,0,20000,0,0,6,0,,,,,0,0,0,1,0,0,0,0,0,45,36,9,5,9,7.1999998,1.8,50,.60000002,0,0,,,,,,,,,,,,,,800,,,,,20000,,20000,16000,28200,,28200,169200,169200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
HID389313,1,1,0,10,10,0,0,5,20000,2,0,4,10,,,,,0,1,0,1,0,0,0,0,0,10,11,-1,11,.90909094,1,-.090909094,21,0,.47619048,1,,,,,,,,,,,1000,,,800,,,,,18000,20000,,16000,28200,141000,28200,112800,253800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
HID389334,2,0,,10,5,0,0,4,18000,0,0,1,0,,,,,1,1,0,1,0,0,0,0,0,5,5,0,10,.5,.5,0,15,0,0,0,,,,,,,,,,,1000,,,800,,,,,18000,18000,,16000,25380,101520,25380,25380,126900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
HID389427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
HID389592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
HID389615,2,0,,400,0,0,150,300,13000,0,0,50,0,,,,,1,1,0,1,0,0,0,0,0,0,500,-500,900,0,.55555558,-.55555558,900,.16666667,0,0,,,,,,,,,,,500,,,800,,,,,15000,13000,,16000,18330,5499000,18330,916500,6415500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
HID389683,2,0,,15,30,0,0,0,17000,0,0,30,0,,,,,1,0,0,1,0,0,0,0,0,30,30,0,15,2,2,0,45,0,0,0,,,,,,,,,,,750,,,800,,,,,17000,,17000,16000,23970,,23970,719100,719100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
HID389720,1,0,,50,0,0,30,0,15000,0,0,3,0,,,,,0,0,0,1,0,0,0,0,0,0,33,-33,83,0,.39759037,-.39759037,83,.36144578,0,0,,,,,,,,,,,,,,800,,,,,15000,,15000,16000,21150,,21150,63450,63450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24
HID389748,2,0,,6,60,0,5,5,16000,9,0,35,0,,,,,1,1,0,1,0,0,0,0,0,60,54,6,1,60,54,6,61,.081967212,0,0,,,,,,,,,,,1000,,,800,,,,,15000,16000,,16000,22560,112800,22560,789600,902400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
HID389757,1,0,,2,0,0,8,0,16000,0,0,5,0,,,,,0,0,0,1,0,0,0,0,0,0,13,-13,15,0,.86666667,-.86666667,15,.53333336,0,0,,,,,,,,,,,900,,,800,,,,,16000,,16000,16000,22560,,22560,112800,112800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
HID389995,2,0,,12,20,0,2,0,15000,0,0,0,0,,,,,1,0,0,0,0,0,0,0,0,20,2,18,1,20,2,18,21,.095238097,0,0,,,,,,,,,,,500,,,800,,,,,15000,,15000,16000,21150,,21150,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
HID390102,2,0,,4,10,0,10,0,14000,0,0,0,0,,,,,1,0,0,0,0,0,0,0,0,10,10,0,4,2.5,2.5,0,14,.71428573,0,0,,,,,,,,,,,1000,,,800,,,,,14000,,14000,16000,19740,,19740,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
HID390112,1,0,,41,30,0,18,0,18000,0,5,15,0,,,,,0,0,1,1,0,0,0,0,0,30,38,-8,49,.6122449,.77551019,-.1632653,79,.2278481,0,0,,,,,,,,,,,,,,800,,,,,18000,,18000,16000,25380,,25380,380700,380700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
HID390268,1,0,,20,20,0,0,0,16000,0,0,5,0,,,,,0,0,0,1,0,0,0,0,0,20,5,15,5,4,1,3,25,0,0,0,,,,,,,,,,,500,,,800,,,,,16000,,16000,16000,22560,,22560,112800,112800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
HID390318,1,0,,40,100,0,10,15,16000,5,0,18,0,,,,,0,1,0,1,0,0,0,0,0,100,48,52,1,100,48,52,101,.099009901,0,0,,,,,,,,,,,,,,800,,,,,20000,,,16000,22560,338400,22560,406080,744480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
HID390365,1,0,,12,8,0,0,0,17000,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,8,0,8,4,2,0,2,12,0,0,0,,,,,,,,,,,,,,800,,,,,17000,,17000,16000,23970,,23970,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
HID390510,1,0,,50,25,0,20,0,15000,0,0,15,0,,,,,0,0,0,1,0,0,0,0,0,25,35,-10,60,.41666666,.58333331,-.16666667,85,.23529412,0,0,,,,,,,,,,,,,,800,,,,,15000,,15000,16000,21150,,21150,317250,317250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
HID390536,1,0,,10,10,0,0,6,13000,0,0,6,0,,,,,0,1,0,1,0,0,0,0,0,10,12,-2,12,.83333331,1,-.16666667,22,0,0,0,,,,,,,,,,,700,,,800,,,,,13000,13000,,16000,18330,109980,18330,109980,219960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
HID390554,2,0,,20,30,0,40,0,17000,0,6,35,0,,,,,1,0,1,1,0,0,0,0,0,30,81,-51,71,.42253521,1.1408451,-.71830988,101,.39603961,0,0,,,,,,,,,,,750,,,800,,,,,17000,,17000,16000,23970,,23970,838950,838950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
HID390620,1,0,,30,60,0,50,0,16000,4,2,6,0,,,,,0,0,1,1,0,0,0,0,0,60,62,-2,32,1.875,1.9375,-.0625,92,.54347825,0,0,,,,,,,,,,,900,,,800,,,,,16000,,16000,16000,22560,,22560,135360,135360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
HID390621,2,0,,50,7,0,20,0,17000,5,0,10,0,,,,,1,0,0,1,0,0,0,0,0,7,35,-28,78,.089743592,.44871795,-.35897437,85,.23529412,0,0,,,,,,,,,,,,,,800,,,,,17000,,17000,16000,23970,,23970,239700,239700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
HID390691,1,0,,30,26,0,20,0,16000,0,0,6,0,,,,,0,0,0,1,0,0,0,0,0,26,26,0,30,.86666667,.86666667,0,56,.35714287,0,0,,,,,,,,,,,900,,,800,,,,,16000,,16000,16000,22560,,22560,135360,135360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
HID390726,1,0,,20,10,0,8,0,16000,0,0,10,0,,,,,0,0,0,1,0,0,0,0,0,10,18,-8,28,.35714287,.64285713,-.2857143,38,.21052632,0,0,,,,,,,,,,,500,,,800,,,,,16000,,16000,16000,22560,,22560,225600,225600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
HID390748,1,0,,56,50,0,40,0,18000,0,0,10,0,,,,,0,0,0,1,0,0,0,0,0,50,50,0,56,.89285713,.89285713,0,106,.3773585,0,0,,,,,,,,,,,1200,,,800,,,,,18000,,18000,16000,25380,,25380,253800,253800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
HID390815,1,0,,20,15,0,10,0,20000,0,0,15,0,,,,,0,0,0,1,0,0,0,0,0,15,25,-10,30,.5,.83333331,-.33333334,45,.22222222,0,0,,,,,,,,,,,,,,800,,,,,20000,,20000,16000,28200,,28200,423000,423000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
HID390976,1,0,,30,20,0,10,9,16000,0,0,10,0,,,,,0,1,0,1,0,0,0,0,0,20,29,-9,39,.51282054,.74358976,-.23076923,59,.16949153,0,0,,,,,,,,,,,900,,,800,,,,,16000,16000,,16000,22560,203040,22560,225600,428640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
HID391098,2,0,,30,0,0,4,10,13000,0,0,0,0,,,,,1,1,0,0,0,0,0,0,0,0,14,-14,44,0,.31818181,-.31818181,44,.090909094,0,0,,,,,,,,,,,700,,,800,,,,,13000,13000,,16000,18330,183300,18330,,183300,2,0,,4,7,0,0,10,12000,0,0,0,0,,,,,1,1,0,0,0,0,0,0,0,7,10,-3,7,1,1.4285715,-.42857143,14,0,0,0,,,,,,,,,,,500,,,500,,,,,10000,12000,,12000,24360,243600,24360,,243600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
HID391206,1,0,,60,20,0,5,0,20000,3,8,15,0,,,,,0,0,1,1,0,0,0,0,0,20,31,-11,71,.28169015,.43661973,-.15492958,91,.054945055,0,0,,,,,,,,,,,,,,800,,,,,20000,,20000,16000,28200,,28200,423000,423000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
HID391331,1,0,,15,80,0,0,0,14000,0,0,48,0,,,,,0,0,0,1,0,0,0,0,0,80,48,32,1,80,48,32,81,0,0,0,,,,,,,,,,,,,,800,,,,,14000,,14000,16000,19740,,19740,947520,947520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22
HID391500,1,0,,20,20,0,40,0,13000,0,0,3,0,,,,,0,0,0,1,0,0,0,0,0,20,43,-23,43,.46511629,1,-.53488374,63,.63492066,0,0,,,,,,,,,,,700,,,800,,,,,13000,,13000,16000,18330,,18330,54990,54990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
HID391513,1,0,,10,0,0,0,0,18000,0,0,5,0,,,,,0,0,0,1,0,0,0,0,0,0,5,-5,15,0,.33333334,-.33333334,15,0,0,0,,,,,,,,,,,1000,,,800,,,,,18000,,18000,16000,25380,,25380,126900,126900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
HID391606,1,0,,5,20,0,0,0,15000,0,0,30,0,,,,,0,0,0,1,0,0,0,0,0,20,30,-10,15,1.3333334,2,-.66666669,35,0,0,0,,,,,,,,,,,1000,,,800,,,,,15000,,15000,16000,21150,,21150,634500,634500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
HID391616,1,0,,40,25,0,45,0,16000,0,0,5,0,,,,,0,0,0,1,0,0,0,0,0,25,50,-25,65,.38461539,.76923078,-.38461539,90,.5,0,0,,,,,,,,,,,900,,,800,,,,,16000,,16000,16000,22560,,22560,112800,112800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
HID391655,2,0,,30,0,30,30,0,15750,0,0,0,0,,,,,1,0,0,0,0,0,0,0,0,30,30,0,30,1,1,0,60,.5,0,0,,,,,,,,,,,800,,,800,,,,,15750,,15750,16000,22207.5,,22207.5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
HID391659,2,0,,40,70,0,100,0,17000,0,0,2,0,,,,,1,0,0,1,0,0,0,0,0,70,102,-32,72,.97222221,1.4166666,-.44444445,142,.70422536,0,0,,,,,,,,,,,750,,,800,,,,,17000,,17000,16000,23970,,23970,47940,47940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
HID391767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
HID391772,1,0,,15,25,0,18,0,17000,0,0,13,0,,,,,0,0,0,1,0,0,0,0,0,25,31,-6,21,1.1904762,1.4761904,-.2857143,46,.39130434,0,0,,,,,,,,,,,750,,,800,,,,,17000,,17000,16000,23970,,23970,311610,311610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
HID391837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
HID391962,1,0,,92,60,0,9,0,14000,0,0,24,0,,,,,0,0,0,1,0,0,0,0,0,60,33,27,65,.92307693,.50769234,.41538462,125,.071999997,0,0,,,,,,,,,,,,,,800,,,,,14000,,14000,16000,19740,,19740,473760,473760,2,0,,20,0,0,5,0,11250,0,0,10,0,,,,,1,0,0,1,0,0,0,0,0,0,15,-15,35,0,.42857143,-.42857143,35,.14285715,0,0,,,,,,,,,,,,,,500,,,,,11250,,11250,12000,22837.5,,22837.5,228375,228375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22
HID391998,1,0,,5,20,0,6,0,15000,0,0,20,0,,,,,0,0,0,1,0,0,0,0,0,20,26,-6,11,1.8181819,2.3636363,-.54545456,31,.19354838,0,0,,,,,,,,,,,700,,,800,,,,,15000,,15000,16000,21150,,21150,423000,423000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
HID392093,1,0,,50,30,0,50,0,16000,0,0,15,0,,,,,0,0,0,1,0,0,0,0,0,30,65,-35,85,.35294119,.7647059,-.41176471,115,.43478259,0,0,,,,,,,,,,,500,,,800,,,,,16000,,16000,16000,22560,,22560,338400,338400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
HID392122,1,0,,28,20,0,0,20,21000,0,0,10,0,,,,,0,1,0,1,0,0,0,0,0,20,30,-10,38,.52631581,.78947371,-.2631579,58,0,0,0,,,,,,,,,,,1000,,,800,,,,,18000,21000,,16000,29610,592200,29610,296100,888300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
HID392162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
HID392164,1,0,,30,20,0,0,0,16000,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,20,0,20,10,2,0,2,30,0,0,0,,,,,,,,,,,900,,,800,,,,,16000,,16000,16000,22560,,22560,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
