hhid,weight,province,feed_Buffalo,form_contract_Buffalo,contract_coverage_Buffalo,main_purpose_Buffalo,LIVESTOCKAGE_Buffalo,num_ado_male_Buffalo,num_ado_fem_Buffalo,num_adult_male_Buffalo,num_adult_fem_Buffalo,births_Buffalo,bought_received_Buffalo,deaths_Buffalo,sold_Buffalo,sale_price_Buffalo,stolen_Buffalo,gift_Buffalo,slghtr_Buffalo,num_vax_Buffalo,num_Buffalo,provision_feed_Buffalo,for_sale_live_Buffalo,for_gift_Buffalo,for_meat_Buffalo,for_draught_Buffalo,for_breeding_Buffalo,for_milk_Buffalo,growth_Buffalo,loss_Buffalo,net_growth_Buffalo,num_2019_Buffalo,growth_pct_Buffalo,loss_pct_Buffalo,net_growth_pct_Buffalo,mortality_rt_Buffalo,vax_pct_Buffalo,vax_Buffalo,price_prov_med_Buffalo,sale_price_obs_Buffalo,sale_price_impt_Buffalo,price_natl_med_Buffalo,sale_revenue_Buffalo,slghtr_unit_value_Buffalo,slghtr_value_Buffalo,prod_value_Buffalo,area_Buffalo,productivity_Buffalo,yield_Buffalo,feed_Cattle,form_contract_Cattle,contract_coverage_Cattle,main_purpose_Cattle,LIVESTOCKAGE_Cattle,num_ado_male_Cattle,num_ado_fem_Cattle,num_adult_male_Cattle,num_adult_fem_Cattle,births_Cattle,bought_received_Cattle,deaths_Cattle,sold_Cattle,sale_price_Cattle,stolen_Cattle,gift_Cattle,slghtr_Cattle,num_vax_Cattle,num_Cattle,provision_feed_Cattle,for_sale_live_Cattle,for_gift_Cattle,for_meat_Cattle,for_draught_Cattle,for_breeding_Cattle,for_milk_Cattle,growth_Cattle,loss_Cattle,net_growth_Cattle,num_2019_Cattle,growth_pct_Cattle,loss_pct_Cattle,net_growth_pct_Cattle,mortality_rt_Cattle,vax_pct_Cattle,vax_Cattle,price_prov_med_Cattle,sale_price_obs_Cattle,sale_price_impt_Cattle,price_natl_med_Cattle,sale_revenue_Cattle,slghtr_unit_value_Cattle,slghtr_value_Cattle,prod_value_Cattle,area_Cattle,productivity_Cattle,yield_Cattle,feed_Pigs,form_contract_Pigs,contract_coverage_Pigs,main_purpose_Pigs,LIVESTOCKAGE_Pigs,num_ado_male_Pigs,num_ado_fem_Pigs,num_adult_male_Pigs,num_adult_fem_Pigs,births_Pigs,bought_received_Pigs,deaths_Pigs,sold_Pigs,sale_price_Pigs,stolen_Pigs,gift_Pigs,slghtr_Pigs,num_vax_Pigs,num_Pigs,provision_feed_Pigs,for_sale_live_Pigs,for_gift_Pigs,for_meat_Pigs,for_draught_Pigs,for_breeding_Pigs,for_milk_Pigs,growth_Pigs,loss_Pigs,net_growth_Pigs,num_2019_Pigs,growth_pct_Pigs,loss_pct_Pigs,net_growth_pct_Pigs,mortality_rt_Pigs,vax_pct_Pigs,vax_Pigs,price_prov_med_Pigs,sale_price_obs_Pigs,sale_price_impt_Pigs,price_natl_med_Pigs,sale_revenue_Pigs,slghtr_unit_value_Pigs,slghtr_value_Pigs,prod_value_Pigs,area_Pigs,productivity_Pigs,yield_Pigs,fhh,covid_shock,ag_comm,livestock_area,rice,qty_rice_harvested,area_rice_harvested,irrigation,drought,flood,extension_training
HID239600,152.841434680986,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0006000000284985,1,6395,5,1,0,0,
HID239613,144.71691028918,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,5,2,1,0,0,1,1,0,0,1,1800000,0,0,0,0,2,0,1,0,0,0,0,0,1,1,0,2,.5,.5,0,0,0,0,1775000,1800000,,2000000,1800000,1800000,0,1800000,.00080000004,2249999872,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0012000000569969,1,1750,.7,1,0,0,
HID239632,158.652555697805,17,1,0,,5,2,0,0,0,1,0,0,0,0,2800000,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2800000,,2800000,3200000,0,2800000,0,0,.00026666667,0,3750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0003999999898952,1,1000,.26,1,0,0,
HID239643,219.221863510471,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,0,1,1080,.5,1,0,0,
HID239707,412.104690383393,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,.0003999999898952,1,11000,2.5,1,1,0,
HID239812,220.725783598121,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,5,2,0,1,0,1,0,0,0,0,2850000,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,2850000,,2850000,2000000,0,2850000,0,0,.0099999998,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0199999995529652,1,1150,.54,1,0,0,
HID239919,87.92989269136559,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,0,1,1650,.215,1,0,0,
HID239944,56.2966162878233,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,5,2,1,0,0,2,1,0,0,1,2200000,0,0,0,0,3,0,1,0,0,0,0,0,1,1,0,3,.33333334,.33333334,0,0,0,0,3000000,2200000,,2000000,2200000,2200000,0,2200000,.0014117646,1558333440,2125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,.0015999999595806,1,1100,.261,1,0,0,
HID240196,147.040116959592,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,5,2,0,1,0,2,0,0,0,0,1800000,0,0,0,3,3,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,1800000,,1800000,2000000,0,1800000,0,0,.0011764707,0,2549.9998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0012000000569969,1,1700,.8007000000000001,0,1,0,
HID240199,84.5683399778806,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0010000000474975,1,1250,.2,1,0,0,
HID240233,173.955502237282,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,5,2,1,0,0,2,1,0,0,0,3000000,0,0,0,2,3,0,1,0,0,0,0,0,1,0,1,2,.5,0,.5,0,.66666669,1,3000000,,3000000,2000000,0,3000000,0,0,.00047468356,0,6320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0005000000237487,1,3500,.7,0,0,0,
HID240268,55.9641952447864,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0099999997764826,0,0,0,,0,0,
HID240338,116.091589698661,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,4,1,0,0,2,0,0,0,0,0,350000,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,350000,,350000,600000,0,350000,0,0,.0080000004,0,249.99998,0,1,2,.0096000004559755,1,2000,1,1,1,0,
HID240348,44.0615118792376,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0003999999898952,0,0,0,,0,0,
HID240442,24.568690067302,11,1,0,,5,2,0,3,0,3,3,0,2,1,4000000,0,0,0,6,6,0,1,0,0,0,0,0,3,3,0,6,.5,.5,0,.22222222,.66666669,1,4000000,4000000,,3200000,4000000,4000000,0,4000000,.00040178571,9955555328,14933.333,1,0,,5,2,4,5,4,3,5,0,3,2,2400000,1,0,0,10,16,0,1,0,0,0,0,0,5,6,-1,17,.29411766,.35294119,-.05882353,.13636364,.45454547,1,1250000,2400000,,2000000,4800000,2400000,0,4800000,.0010714285,4480000000,14933.334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0015000000130385,1,10000,3.5,1,0,0,
HID240562,299.105438391376,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,.0040000001899898,1,57000,15,0,1,0,
HID240565,203.2216866242,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0041999998502433,0,0,0,0,0,0,
HID240692,224.219460896628,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0049999998882413,1,12071,3.5001,0,0,0,
HID240724,170.938780517691,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0003000000142492,0,0,0,0,0,0,
HID240755,131.431626483865,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,5,2,1,1,2,2,0,0,0,2,3500000,0,0,0,6,6,0,1,0,0,0,0,0,0,2,-2,8,0,.25,-.25,0,.75,1,3000000,3500000,,2000000,7000000,3500000,0,7000000,.0029032258,2411111168,2066.6667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.003000000026077,1,2370,1.1,1,0,0,
HID240767,147.943005062838,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,5,2,1,1,0,2,2,0,0,0,2000000,0,0,0,2,4,0,1,0,0,0,0,0,2,0,2,2,1,0,1,0,.5,1,2000000,,2000000,2000000,0,2000000,0,0,.00086956524,0,4600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0010000000474975,1,5395,3.224,1,0,0,
HID240768,152.214793582476,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,.0024999999441206,0,0,0,,0,0,
HID240808,284.519588701898,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,.0099999997764826,1,870,.55,1,0,0,
HID240992,29.7700811946483,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0003000000142492,1,2325,.7,1,0,0,
HID241000,63.0274516294608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,2,2,2,2,4,2,8,0,4,8,3000000,0,0,0,0,10,0,1,0,1,0,0,0,8,12,-4,14,.5714286,.85714287,-.2857143,.18181819,0,0,1600000,3000000,,2000000,24000000,3000000,0,24000000,.0048000002,5000000000,2083.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,.0048000002279878,0,0,0,1,0,0,
HID241016,60.242805935266,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,.0049999998882413,1,750,.996,1,0,0,
HID241019,156.205399515709,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0041999998502433,1,1250,.6,1,0,0,
HID241064,248.928802516557,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,5,2,1,2,0,6,3,0,0,2,2400000,0,0,0,0,9,1,1,0,0,0,0,0,3,2,1,8,.375,.25,.125,0,0,0,2000000,2400000,,2000000,4800000,2400000,0,4800000,.13975155,34346668,64.400002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,.1500000059604645,1,2075,1,1,0,0,
HID241077,132.682199930915,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,5,2,1,1,0,2,1,0,1,0,3000000,0,0,0,0,4,0,1,0,0,0,0,0,1,1,0,4,.25,.25,0,.2,0,0,3000000,,3000000,2000000,0,3000000,0,0,.00045454549,0,8799.999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,.0005000000237487,1,2135,1.0329,1,0,0,
HID241091,95.538974105443,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,.004600000102073,1,3500,.71,0,0,0,
HID241300,168.135391775258,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0003999999898952,0,0,0,1,1,0,
HID241449,114.910210798664,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,.0005000000237487,0,0,0,,0,0,
HID241472,176.220273973237,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,5,2,1,1,0,3,2,0,1,0,1800000,0,0,0,0,5,0,1,0,0,0,0,0,2,1,1,4,.5,.25,.25,.16666667,0,0,1800000,,1800000,2000000,0,1800000,0,0,.00051724142,0,9666.666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,.0006000000284985,1,2050,3.0016,1,1,1,
HID241550,135.80680477974,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,5,2,0,0,2,0,0,0,0,0,3000000,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,3000000,,3000000,2000000,0,3000000,0,0,.001,0,1999.9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0010000000474975,1,2550,.28,1,0,0,
HID241757,77.882038583751,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0015999999595806,1,3510,2,1,0,0,
HID241822,29.9003756078918,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,5,2,1,1,0,2,2,0,1,0,3000000,0,0,0,0,4,0,1,0,0,0,0,0,2,1,1,3,.66666669,.33333334,.33333334,.2,0,0,3000000,,3000000,2000000,0,3000000,0,0,.015999999,0,250.00002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0199999995529652,1,2250,4,1,0,0,
HID241830,173.329475122074,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,5,2,1,1,0,2,0,0,0,0,2850000,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2850000,,2850000,2000000,0,2850000,0,0,.0014634146,0,2733.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,.0015000000130385,1,1660,1,1,0,0,
HID242042,30.2952725912262,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,5,2,2,0,0,4,3,0,0,5,3000000,0,0,0,0,6,0,1,0,0,0,0,0,3,5,-2,8,.375,.625,-.25,0,0,0,2000000,3000000,,2000000,15000000,3000000,0,15000000,.0021000002,7142856704,2857.1426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0035000001080334,1,42750,10.5,1,0,0,
HID242149,136.781935525568,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,5,2,0,2,0,2,0,0,0,0,2000000,0,0,0,2,4,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,.5,1,2000000,,2000000,2000000,0,2000000,0,0,.0023529413,0,1699.9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0024000001139939,1,7000,3.0002,1,0,0,
HID242180,148.005662377569,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0006000000284985,1,1000,.75,1,1,0,
HID242192,111.610806712649,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0120000001043081,0,0,0,1,0,0,
HID242429,122.751492451019,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,3,2,3,2,2,0,0,0,0,0,1775000,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,1775000,,1775000,2000000,0,1775000,0,0,.0032262569,0,2169.697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0032999999821186,1,2272.5,.6,0,0,0,
HID242473,73.5676113796479,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0002500000118744,1,4035.8,1.0013,0,1,0,
HID242656,115.422131012084,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,.0099999997764826,0,0,0,0,0,0,
HID242735,31.2614028309577,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0010000000474975,0,0,0,1,1,1,
HID242833,169.583087856836,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,.0015000000130385,0,0,0,1,0,0,
HID242882,66.9943197888684,6,1,0,,5,2,0,2,1,4,0,0,0,2,5000000,0,0,0,4,7,0,1,0,0,0,0,0,0,2,-2,9,0,.22222222,-.22222222,0,.44444445,1,3000000,5000000,,3200000,10000000,5000000,0,10000000,.0017930329,5577142784,3903.9998,1,0,,5,2,0,1,0,1,1,0,0,1,1800000,0,0,0,3,2,0,1,0,0,0,0,0,1,1,0,2,.5,.5,0,0,1,1,1800000,1800000,,2000000,1800000,1800000,0,1800000,.00051229511,3513599744,3903.9998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0024999999441206,1,5550,2.5185,1,0,0,
HID242887,120.169573915259,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,.0006000000284985,1,400,.15,0,0,0,
HID242948,66.8424865484285,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0024999999441206,0,0,0,1,0,0,
HID243020,127.899654657133,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,.0020000000949949,1,2500,.87,0,0,0,
HID243094,114.344993009141,3,1,0,,5,2,1,0,0,3,0,3,0,0,3500000,0,0,0,0,4,0,1,0,0,0,0,0,3,0,3,1,3,0,3,0,0,0,3500000,,3500000,3200000,0,3500000,0,0,.0019200001,0,2083.3333,1,0,,5,2,1,0,0,0,0,0,0,1,2000000,0,0,0,0,1,0,1,0,0,0,0,0,0,1,-1,2,0,.5,-.5,0,0,0,3000000,2000000,,2000000,2000000,2000000,0,2000000,.00048000002,4166666496,2083.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,.0024000001139939,1,3900,.5,1,0,0,
HID243101,86.75102375834641,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,.00089999998454,1,9550,10.4804,0,1,0,
HID243384,36.0390334685343,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0012000000569969,0,0,0,,0,0,
HID243514,190.312938699008,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,5,2,1,3,0,3,2,0,0,2,1800000,0,0,0,0,7,1,1,0,0,0,0,0,2,2,0,7,.2857143,.2857143,0,0,0,0,2000000,1800000,,2000000,3600000,1800000,0,3600000,.23026316,15634286,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,.25,1,12500,5,0,1,0,
HID243528,94.4024710149759,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,5,2,0,2,0,3,2,0,0,0,3000000,0,0,0,0,5,0,1,0,0,0,0,0,2,0,2,3,.66666669,0,.66666669,0,0,0,3000000,,3000000,2000000,0,3000000,0,0,.00077821012,0,6425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,.0007999999797903,1,3000,2,0,1,0,
HID243643,313.063851952804,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,5,2,3,3,1,3,3,0,0,0,1450000,0,0,0,0,10,0,1,0,0,0,0,0,3,0,3,7,.42857143,0,.42857143,0,0,0,1450000,,1450000,2000000,0,1450000,0,0,.0044642854,0,2240.0002,1,0,,4,1,0,1,0,0,0,0,0,0,400000,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,400000,,400000,600000,0,400000,0,0,.00044642854,0,2240.0002,0,1,2,.0049999998882413,1,3100,3,1,1,0,
